"","sentences","name","country","page","languages"
"18","2 the district agricultural committee shall establish mechanisms to facilitate the process of notification and approval for ease of harvesting by land owners or occupiers.","../data/raw/kenya/results/Agriculture Rules/5.txt","12","5","en"
"19","3 a person shall not harvest trees from a farm forest without notification and approval as provided for in paragraph 2","../data/raw/kenya/results/Agriculture Rules/5.txt","12","5","en"
"20","4 harvesting, processing and movement of farm forest products for commercial purposes shall be governed by the provisions of the forest act no. 7 of 200 5.","../data/raw/kenya/results/Agriculture Rules/5.txt","12","5","en"
"23","1 1. farm forestry compensation 1 a land owner or occupier who suffers damage to his farm forest trees may seek to be assisted by district agricultural committee in valuation of his damaged trees.","../data/raw/kenya/results/Agriculture Rules/6.txt","12","6","en"
"32","2 the district agricultural committee shall establish procedures for damage assessment.","../data/raw/kenya/results/Agriculture Rules/6.txt","12","6","en"
"43","3 the central agricultural board shall prepare and publish farm tree compensation guidelines for use in assessing compensation rates.","../data/raw/kenya/results/Agriculture Rules/6.txt","12","6","en"
"52","4 the central agricultural board shall review the farm tree compensation guidelines for use in assessing compensation rates after every five years from the date of its publication.","../data/raw/kenya/results/Agriculture Rules/6.txt","12","6","en"
"61","5 where damage occurs due to undertaking of public utility service, the district agricultural committee may upon request carry out damage assessment and forward its report to the requesting party.","../data/raw/kenya/results/Agriculture Rules/6.txt","12","6","en"
"7","6 any person who interferes with the assessment exercise commits an offence.","../data/raw/kenya/results/Agriculture Rules/6.txt","12","6","en"
"91","1 every inspector shall keep a register containing copies of farm forest establishment notice and certificate of compliance.","../data/raw/kenya/results/Agriculture Rules/6.txt","12","6","en"
"10","2 every district agricultural committee shall keep a register containing copies of farm forest establishment and maintenance notice, certificate of compliance and farm forestry establishment and maintenance order.","../data/raw/kenya/results/Agriculture Rules/6.txt","12","6","en"
"11","1 a person who contravenes any of the provisions of these rules commits an offence.","../data/raw/kenya/results/Agriculture Rules/6.txt","12","6","en"
"12","2 a person who commits an offence for which no specific penalty has been provided shall be liable upon conviction to a fine of six thousand shillings or imprisonment for six months or both.","../data/raw/kenya/results/Agriculture Rules/6.txt","12","6","en"
"2101","respective roles in ensuring that the kenya agricultural sector development strategy is successfully implemented.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/10.txt","12","10","en"
"373","8.1 organizational structures currently, the responsibilities for agricultural development are spread across the sector ministries. other ministries responsible for roads, local authorities, administration, health, education, trade and industry, and finance support the functions of the agricultural sector ministries. key stakeholders will implement the agriculture sector development strategy asds in a sector-wide approach in which sector ministries, the private sector and development partners will each have distinct roles to play coordinated by the agricultural sector coordination unit ascu.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/100.txt","12","100","en"
"566","the asds will be implemented through the established structure of government ministries that go to the district, division and location level. each sector ministry will work out the activities under its dockets and make elaborate financing plans in the medium-term plans, which will be funded by the government of kenya, development partners and the private sector. implementation will be carried out through the medium-term expenditure framework tefl of financial allocation by treasury. the expenditure frameworks and the medium term plans will be harmonized with the respective development documents currently being implemented by the planning and finance ministries to align them with vision 203 0 and other government development plans.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/100.txt","12","100","en"
"664","collaborating ministries will provide the enabling environment for agriculture to thrive. this will include infrastructure developmentroads, electricity availing appropriate technologies, negotiating favourable trade conditions for kenyas agricultural produce and ensuring a healthy farming population by controlling diseases such as malaria, tuberculosis and hiv and aids, the main killers of farming populations.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/100.txt","12","100","en"
"855","the agricultural sector coordination unit was established in 200 5 to address the fragmentation of responsibilities between agriculture and rural development-related ministries and non-state actors. ascu was tasked to spearhead the implementation of the strategy for revitalizing agriculture sra, which was the sector strategy for addressing the economic recovery strategy for wealth and employment creation ers. the ascu secretariat has personnel recruited competitively and seconded from key constituent ministries.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/100.txt","12","100","en"
"2138","the ascu mandate is to facilitate and add value to the reform process and to coordinate the efforts of sector ministries and other stakeholders towards implementing the asds vision.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/101.txt","12","101","en"
"3110","ascu will link the sector players and provide an enabling environment for sector-wide consultations along the various levels of implementation, from the division to district to national level. ascu will not be involved in the actual implementation of the strategy. however, it shall coordinate budgeting within the sector, and participate in the review of subsector strategic and annual work plans to ensure they conform to asds, vision 203 0, the megs and other government development agenda.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/101.txt","12","101","en"
"772"," drive reforms in the sector and fast-track implementation of the asds in a coordinated manner across sector ministries and other partners  be the referral centre for reforms, and collect, analyse and disseminate information on agricultural reforms  influence sector resource allocation to areas of highest impact  initiate major studies and policy developments within the agricultural sector  be a centre for capacity building for all stakeholders involved or affected by the agricultural reform process  monitor implementation of asds activities.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/101.txt","12","101","en"
"1052"," legal, regulatory and taramasalata reforms  research and extension  agribusiness, value addition and marketing  inputs and financial services  food and nutrition security policy and programmes  environment  environment, sustainable land and natural resources management.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/101.txt","12","101","en"
"1158","twg members include representatives from the private sector, ngos and universities, directors  senior government officers from the sector ministries and development partners. each twig is chaired by a representative from the private sector, and convened by directors from the sector ministries. ascu provides the secretariat.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/101.txt","12","101","en"
"1258","twgs carry out in-depth analysis of a particular fast-track area of the sra to prepare well-structured and coherent plans of action, and appropriate programmes for investment by the government of kenya and its development partners. besides guiding implementation, piloting and other innovations within the sector, they also prepare various policy documents and their implementation frameworks.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/101.txt","12","101","en"
"3210","through the formation of the kenya private sector alliance kepsa, private sector players have been organized along sector boards to mirror the public sector arrangements and engage on issues. key players within the agricultural sector include , which represents agricultural producers, and knfc, which handles the commercial arm of agriculture through the cooperative movement. other private sector institutions include processors, marketing agencies and farm input dealers that, through their profit-oriented nature, have survived but can neither be regarded as strong nor organized players.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/102.txt","12","102","en"
"461","to contribute significantly to the development and growth of the agricultural sector, the role of the private sector in providing physical and social infrastructure, production, processing, input and output marketing, imports and exports, providing financial services and goods and services will need to be clearly defined. to facilitate effective participation, appropriate reforms in the legal and regulatory framework shall be instituted.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/102.txt","12","102","en"
"6110","bilateral and multilateral donors have for many years financed kenyas agricultural budget. with the countrys increased financial capacity, the role of development partners has been reduced and governments own resources are now financing over 9 0 per cent of the agricultural budget. however, development partners continue to play an important role, particularly in spearheading new initiatives and carrying out pilot projects.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/102.txt","12","102","en"
"71","projects that provide innovative extension services and those that emphasize aspects of value addition and market orientation are now embodied in policies developed under ascu and some of its twgs. of importance has been the development partners support to agricultural reform.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/102.txt","12","102","en"
"81","donors are increasingly aware of the importance of consulting with government to support the latter programmes rather than picking stand-alone projects of their choice. increasingly, development partners are moving towards programme support thereby strengthening a sector-wide approach to development. these partners shall provide assistance using the governments budget system.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/102.txt","12","102","en"
"62"," extending the area under sustainable land management and reliable water control systems  increasing market access through improved rural infrastructure  increasing food supply and reducing hunger by increasing smallholder productivity  improving agricultural research and systems to disseminate appropriate as the government decentralizes decision-making to stakeholders, the local-level governance and development structures legs will eventually become more involved in managing development activities at community level. legs will, through appropriate participatory methodologies, determine the priority development aspirations and initiatives of their communities and lead in their implementation. towards this effort, appropriate mechanisms will be developed and operationalized to facilitate increased participation of legs in fiscal responsibilities including sourcing, and accounting and auditing of local resources, taxes and grants provided by the government and donors.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/103.txt","12","103","en"
"82","farmer organizations include cooperatives societies, farmer unions and federations, commodity associations, enterprise-based groups and community-based organizations. these organizations are important economic entities established to enhance farmer representation, to lobby for and advocate on their behalf at various levels, and to make farmer needs and demands known to service providers. these organizations need information on issues affecting the agricultural sector that have an impact on the livelihood of farmers. articulating demands and the requisite interventions to shape the policy environment have been the key challenges these organizations are facing. capacity building is therefore required. ","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/103.txt","12","103","en"
"964","representation occurs at various levels as does demand for precise information on relevant issues. effective management strategies shall be put in place to enable these organizations play a key role in empowering farmers and allow them to benefit from economies of scale. this strategy will seek to enhance farmers capacity to organize, generate and use resources more effectively.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/103.txt","12","103","en"
"2227","to empower them to participate more effectively in implementing the governments agricultural policies and strategies. this strategy will seek to enhance civil society capacity to organize, generate and use resources more effectively.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/104.txt","12","104","en"
"4110","the agricultural sector results framework annex 1 shows 1 5 growth result areas and their respective intervention strategies. these must be urgently implemented if the sector is to attain an average growth rate of 7 per cent per year as envisaged in vision 203 0. this framework is informed by vision 203 0 and other national planning documents such as the vision 203 0 medium-term plan, the medium-term expenditure framework and the interim investment programme. annex 2 shows the outcome mapping of the agricultural sector results for better impact.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/104.txt","12","104","en"
"5110","the intervention strategies outlined in annexes 1 and 2 are broad enough to accommodate specific agricultural sector ministries and private sector activities. these activities will contribute to the attainment of the sector result areas and will be detailed in the strategy implementation framework. the strategy implementation framework will form the basis for formulating the respective ministries and private sector strategic plans.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/104.txt","12","104","en"
"72","the strategy implementation framework shall be divided into medium-term plans covering the period 201 0201 5 in line with vision 203 0 medium-term plan, and 201 6202 0. the implementation of each medium-term plan shall be underpinned by an integrated and holistic approach carried out through priority thrusts and associated interventions for addressing priority agricultural sector challenges and constraints. implementation of the plans will incorporate joint planning and participation to ensure that multiple views, needs and concerns in resolving priority agricultural sector issues at different levels are taken into account and negotiated.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/104.txt","12","104","en"
"83","the planned thrust areas will be addressed through nationally coordinated programmes and projects. cross-organizational synthesis, networking and sharing lessons learned will be used to improve programmes and projects outcomes. better working relationships and partnerships among public, private and development partners will be established and maintained.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/104.txt","12","104","en"
"33","to ensure proper alignment of results down the planning levels, the development of the implementation plan shall pick up the planning process from the intervention strategy level under each result area, as outlined in the agricultural sector results framework, and unpack each intervention strategy into its necessary broad-based activities. activity delivery timeframe, responsibility for carrying out each activity, the intended users of the activity results, and the expected outcomes following the attainment of the activity will follow. this information shall be summarized into an appropriate format. the cost of implementing each medium-term plan of the strategy shall be contained in a financing or investment plan.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/105.txt","12","105","en"
"4210","8.3 financing the strategy the cost of implementing the strategy will be shared among government, development partners and the private sector. the principle enshrined in the sharing reflects the governments deep commitment to increase the operation and management of the productive sectors to those best placed to do so, and to increase the control of economic affairs to the citizenry. this will increase efficiency in operations, reduce costs and improve distribution mechanisms to achieve the desired wealth. the costing of this strategy will be part and parcel of the medium-term plan and the medium-term investment plan from which the medium-term expenditure framework will be derived.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/105.txt","12","105","en"
"63","an essential component of the asds is to enhance the capacity of the private and public sectors in agriculture through supporting innovative private sector activities or public private partnerships that promote market-driven production, processing and marketing initiatives. this support will be actualized through the establishment of an innovation fund for agriculture and agribusiness ifaa. the objective of the fund will be to foster ass central objective of commercializing agriculture by catalyzing private sector participation in market-oriented production and service delivery, promoting productivity and profitability or commercial viability of sector activities at all levels of the wider agricultural sector value chains.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/105.txt","12","105","en"
"73","the fund will target the semi-commercial agribusiness or transitory level actors farmers, traders, processors, traders, agribusiness service providers. for purposes of the fund, semi commercial enterprise is defined as a business enterprise that is producing or offering a product or service for sale and fully for profit and or is at below the desired or optimum level of operation, but at the same time is neither capable of injecting all of the required additional resources  capital from own sources nor has the capacity to acquire required additional resources  capital from commercial sources.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/105.txt","12","105","en"
"24","ifaa is a competitive grant fund to support agriculture, livestock, fisheries, forestry, wildlife and agribusiness initiatives at all levels of the value chain from production at farm level through value addition and marketing. the fund will support all subsectors of agriculture and agribusiness across all commodities.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/106.txt","12","106","en"
"4310","although the government has increased the agricultural sector budget, it is unlikely to result in more investment in the sector. an agricultural development fund will be established and operationalized as a new mechanism for investing in the agricultural sector. it is anticipated that the fund will focus on strategic issues and areas stipulated in vision 203 0. the fund will cover areas that are outside the budgetary provisions of the mainstream sector ministries that are priority and offer high rates of return to investment.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/106.txt","12","106","en"
"34","9.1 coordination to achieve the objectives set out in this strategy, an effective coordination and monitoring and evaluation framework is important. the wide range of actors that will be involved in the strategy will require a harmonized and coordinated framework to effectively and efficiently manage activities and resources. the framework provides for regular feedback among agencies entrusted with implementing the strategy. an appropriate institutional framework that uses existing ministries and institutions to implement the activities specified in the strategy, and which facilitates the active participation of the private sector, the civil society and communities, is being developed.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/107.txt","12","107","en"
"44","the implementation framework will be structured at three levels national, middle and local.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/107.txt","12","107","en"
"5210","at the national level, sector ministries and ascu will organize the biannual national forum of stakeholders. this will ensure political will, give the strategy a niche and prominence, and provide a platform for reviewing progress in implementing the strategy and the extent to which its objectives are being achieved. the forum will discuss problems constraining progress and ways of overcoming them, and consider current and future prospects. to give the forum appropriate profile, the highest political authority in the country will preside over it.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/107.txt","12","107","en"
"74","the purpose of the middle-level institutions is to provide a link between national and local level implementation of asds, technical support and coordination between ministries and stakeholders. in this connection, the following institutions will be strengthened  the inter-ministerial coordination committee icc will be expanded to include all ministries that provide services to the agricultural sector. the icc will be composed of permanent secretaries of the collaborating ministries, and will be responsible for coordinating the planning of the strategy at the agricultural sector level and monitoring its implementation to ensure that its goals are achieved.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/107.txt","12","107","en"
"84"," sector ministries have established a technical committee that acts as the secretariat for the icc. the technical committee consists of directors of sector ministries, private sector representatives, development partners and the ascu ","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/107.txt","12","107","en"
"25","secretariat. its terms of reference will include preparing technical guidelines for implementing the strategy and formulating interventions according to tefl budgetary process and the medium-term plan.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/108.txt","12","108","en"
"35"," ascu has established thematic working groups that address key fast-track areas of the strategy in consultation with relevant sector players and resource persons.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/108.txt","12","108","en"
"45","at the local level, the asds will be implemented through district agricultural development committees dads made up of sector ministries and stakeholders. these dads will elect the chairman and secretaries on two-year rotation basis, who will link with ascu headquarters on project implementation. ascu will organize the requisite training and capacity support for stakeholders to implement the strategy.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/108.txt","12","108","en"
"53","implementation will be carried out at local district and division levels. ascu will strengthen the local multi-stakeholder forums to enable them serve farmers and other stakeholders. priorities on implementation will be agreed upon at district development committees, dads and constituency development committees. measures will be instituted to encourage cf committees to allocate resources to agricultural sector development with the aim of encouraging the youth to participate in agriculture.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/108.txt","12","108","en"
"64","9.2 priority setting and phasing the asds will be implemented over a 1 0-year period and will run parallel and be part and parcel of activities agreed on with development partners on economic reforms, poverty reduction and food security. an initial medium-term plan will be prepared and synchronized with the vision 203 0 medium-term plan. however, the need for rapid growth and development of the sector makes it necessary to identify and start implementing actions in priority areas that lend themselves to fast-track actions, which impact more significantly on the immediate needs of poverty reduction, food security and accelerating sector investment and development. for this reason, the sector will develop medium term investment plans.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/108.txt","12","108","en"
"75","9.3 monitoring and evaluation system competent bodies under the auspices of ascu will carry out sector-wide monitoring and evaluation m&e and periodic progress reviews. corrective action will be instituted as the programmes are implemented. ascu will further support and participate in subsection policy reviews and formulation as well as facilitate implementation of new policies by relevant stakeholders. it will continue to play any other relevant supportive role to any of the players in the sector.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/108.txt","12","108","en"
"26","progress, results and shortcomings of public interventions in the agricultural  food security sector. this will enable management steer and fine-tune policies and programmes and create transparency as a basis for being accountable to the public. trends and dynamics in the sector will be regularly monitored. an independent professional body of m&e experts will work closely with sector players under ascu to ensure elaborate m&e, and implement appropriate control measures throughout the implementation period.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/109.txt","12","109","en"
"46","the m&e framework will compile indicators for the different subsectors value chain processesproduction, value addition, marketing, natural resource management, food security, institutional development, etc.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/109.txt","12","109","en"
"54","to coordinate the inputs from different data sources, a coordination unit at national level within the ascu m&e framework will be established to analyse data and elaborate on regular devolved level and national reports. the unit will have as its basis a partnership between the sector ministries and research institutions, including regular cooperation and exchange with universities. to make the m&e system sustainable, methods for funding surveys and maintaining the databank should be in place before the system is established.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/109.txt","12","109","en"
"27","the agricultural sector development strategy asds is the overall national policy document for the sector ministries and all stakeholders in kenya. the document outlines the characteristics, challenges, opportunities, vision, mission, strategic thrusts and the various interventions that the ministries will undertake to propel the agricultural sector to the future. in composing this strategy, we have defined the problems in the agricultural sector, explored the possible causes of the problems and proposed possible solutions. recognizing that we cannot solve all problems, we have selected the best solutions and shall implement them in a phased manner.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/11.txt","12","11","en"
"37","as a revision of the strategy for revitalizing agriculture sra, the asds has incorporated not only the successes but also the lessons learned from the sra to provide the framework for stimulating, guiding and directing progressive agricultural growth and development in the next 1 0 years. the document proposes realistic policies and institutional changes that we believe are necessary in contemporary kenya for creating a vibrant and productive agricultural sector. we expect the strategy to encourage and enhance positive participation among the civil society, individual farmers, farmer organizations and even the private sector. the interventions and reforms proposed in this strategy are based on the need to achieve transparency, accountability, efficiency and effectiveness in performing the duties in the agricultural sector.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/11.txt","12","11","en"
"47","this strategy can only succeed with the total commitment and determination of all stakeholders. we must harness the will and the determination of farmers, processors, the public and private sectors, and non-state actors to realize the agricultural potential that this country holds. it is our most sincere hope and expectation that this strategy will not only be a milestone and a guide for staff of the sector ministries but will also be a landmark, and will provide direction to all of us who are involved in agriculture as a vital industry. we are convinced that if successfully implemented, this strategy will return the sector to a growth path to achieve our vision of a food-secure and prosperous nation, and our mission of an innovative, commercially oriented and competitive agriculture. ","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/11.txt","12","11","en"
"55","as ministers in the sector, we are committed to this vision. we have set the mission of the agricultural sector as innovative, commercially oriented and modern agriculture because we believe that farming and related enterprises are some of the most profitable businesses that kenyans can undertake. accordingly, we will always remain conscientiously vigilant and focused on this novel vision and mission. our responsibility as government is to improve the standards of living and the quality of life of all the peoples of kenya. ","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/11.txt","12","11","en"
"28","strategy through the dad at the district level. the district monitoring and evaluation team will be responsible for the whole district down to community level.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/110.txt","12","110","en"
"38"," the inter-ministerial coordination committee will be responsible for monitoring the asds implementation at the national level to ensure it is implemented for the benefit of the nation, and that its goals are achieved.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/110.txt","12","110","en"
"48"," the kenya national bureau of statistics and the ministerial monitoring units will carry out sample surveys, which will provide independent data sources to validate information flowing from the implementing units.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/110.txt","12","110","en"
"29","we wish to entrench this principle into the sector as our contribution to vision 203 0 of a fast-developing and prosperous nation.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/12.txt","12","12","en"
"210","we wish to acknowledge the efforts of the technical experts who have made compiling this document a success. although we cannot possibly mention all of them, we will mention a few.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/13.txt","12","13","en"
"56","the work of the inter-ministerial coordination committee led by rd romano kiome, permanent secretary, ministry of agriculture, and including the following permanent secretaries is particularly acknowledged the coordination and compiling role of the agricultural sector coordination unit and the resource people under the leadership of rd mussolini kit home is also highly acknowledged.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/13.txt","12","13","en"
"211","agriculture is the mainstay of the kenyan economy directly contributing 2 6 per cent of the gdp annually, and another 2 5 per cent indirectly. the sector accounts for 6 5 per cent of kenyas total exports and provides more than 7 0 per cent of informal employment in the rural areas. therefore, the agricultural sector is not only the driver of kenyas economy but also the means of livelihood for the majority of kenyan people.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/14.txt","12","14","en"
"39","the agricultural sector comprises the following subsectors crops, livestock, fisheries, land, water, cooperatives, environment, regional development and forestry. the sector also includes the development of arid and semi-arid lands. thus, there are many players and stakeholders in the sector due to its role in the economy and its rural-based nature that touches the livelihoods of many people.","../data/raw/kenya/results/Agriculture Sectoral Development Strategy/14.txt","12","14","en"
