"","sentences","name","country","page","languages"
"1325","air pollution is another contaminant pathway for heavy metals. levels of contamination and the point and non-point sources shall be determined in different sites in order to formulate mitigation actions, including policy recommendations.","../data/raw/results/Agriculture Sectoral Development Strategy/103.txt","12","103","en"
"111","there are several global programmes on chemical and waste control. kenya is signatory to various international conventions on persistent organic pollutants and is committed to implementing them.","../data/raw/results/Agriculture Sectoral Development Strategy/104.txt","12","104","en"
"4210","over time, the country has lost some of her well-known biodiversity resources mainly due to population increase, habitat destruction, desertification, over-exploitation of species, and conversion through deforestation and drainage of wetlands for agriculture and settlement. this problem is compounded by limited functional mechanisms for monitoring and regulating the introduction into the country of alien invasive species. the government shall also enforce laws that control movement of vegetative and animal matter in and out of the country.","../data/raw/results/Agriculture Sectoral Development Strategy/104.txt","12","104","en"
"5210","with increasing demands for genetic material for use in biotechnology by developed countries, illegal collection of genetic materials has increased yet there is no mechanism for monitoring such activities. in the process, the country has been denied revenue from sale of such material, and also its potential to develop its own biotechnology capacity and related industrial potential. a bioprospecting policy will be formulated to this effect.","../data/raw/results/Agriculture Sectoral Development Strategy/104.txt","12","104","en"
"64","the biosafety act was passed in 200 9 and is a good starting point. necessary regulations will be enforced to control access and exploitation of genetic resources.","../data/raw/results/Agriculture Sectoral Development Strategy/104.txt","12","104","en"
"72","wetlands cover 2-3 per cent of the countrys surface area and are home to diverse biodiversity in type and distribution. some of kenyas wetlands, such as lake shanghai and lake nakuru, have been included in the rampart list of wetlands of international importance. the 40 0-km coastline is rich in marine resources and mangrove ecosystems that comprise the main coastal wetlands. with a comprehensive national inventory on wetlands, the preparation of a wetlands development policy will address wetlands conservation and their sustainable use.","../data/raw/results/Agriculture Sectoral Development Strategy/104.txt","12","104","en"
"930","climate fluctuations have a bearing on the way the environment and natural resources are managed. the effect has been unpredictable weather that in turn has affected agricultural activities. local communities will be encouraged to document knowledge and practices that provided early warning systems and helped mitigate some of these changes within their environments for adoption and customization.","../data/raw/results/Agriculture Sectoral Development Strategy/104.txt","12","104","en"
"34","will be to identify priorities for climate adaptation and mitigation; develop comprehensive national education and awareness creation programmes; establish specific sectoral or cross sectional adaptation measures for vulnerable groups, communities and regions; conduct periodic climate change threat and risk assessments at national and local levels; develop a national capacity building framework in strategic climate change areas; identify specific research and development needs to address climate change, and opportunities for technology development, absorption and diffusion; strengthen governance of climate change, that is, policy, legislation and institutional frameworks; strengthen national disaster risk reduction capacity in order to minimize the effects of climate change-related disasters; establish and sustain an effective implementation framework; and ensure monitoring and evaluation of the implementation of the action plan. since independence, the government has adopted various development policies articulated in obsessional papers, special policy reports and commissions, all intended to reverse the effects of unbalanced regional development. in spite of its efforts to realize equitable and balanced development through implementation of various macroeconomic and sectoral policies, economic and social disparities still persist among regions. these disparities are evident between regions and, more subtly, within regions. if not addressed, persistence of these disparities may impede attainment of the governments development agenda for productivity and equitable growth, social justice and environmental sustainability as envisioned in vision 203 0.","../data/raw/results/Agriculture Sectoral Development Strategy/105.txt","12","105","en"
"112","arising from the economic exploitation of resources in the regions, and low levels of development in various regions resulting in high incidence of poverty.","../data/raw/results/Agriculture Sectoral Development Strategy/106.txt","12","106","en"
"65","to address these challenges, the government will implement the regional development policy, rationalize and restructure the authorities, and consolidate the regional development acts. emphasis will be on developing resource master plans and implementing integrated development programmes that create social and economic impact in the regions and nationally. more specifically, the following interventions will be implemented  implementing policy and institutional reforms to strengthen regional development planning  developing and conserving river banks, water bodies and catchments areas  developing community support and empowerment programmes  formulating and implementing integrated basin-based development programmes.","../data/raw/results/Agriculture Sectoral Development Strategy/106.txt","12","106","en"
"83","despite the establishment of regional development authorities rda in the 1970 s, kenya has not had a clearly defined regional development policy to guide their operations. as a result, rda have continued to draw their operational mandates from their respective acts of parliament. however, the functions and mandates prescribed in these acts are too broad and in some cases create jurisdictional conflicts. the government has put in place an institutional framework to guide policy and build capacity of the rdas. a regional development policy has been formulated to provide an overarching framework to facilitate regional development in the country. however, some aspects of the policy will be reviewed to accommodate new challenges in the subsector.","../data/raw/results/Agriculture Sectoral Development Strategy/106.txt","12","106","en"
"9110","rdas interpret their mandates exclusively without reference to their counterparts making them pursue different activities for similar functions. to address this problem, the different rda acts will be reviewed and consolidated into one act to enable them execute their mandates more effectively. institutional reforms to rationalize and restructure them will be undertaken to improve their capacity in delivering effective and quality services to kenyans.","../data/raw/results/Agriculture Sectoral Development Strategy/106.txt","12","106","en"
"1026","lack of a database and information to support regional development is another major constraint. this has contributed to lack of comprehensive planning by stakeholders in the regions. therefore, supporting information and records management in the subsector will provide the necessary data to support development planning and provide investment opportunities.","../data/raw/results/Agriculture Sectoral Development Strategy/106.txt","12","106","en"
"113","limited information in this area has made the subsector and other stakeholders unable to set development priorities based on the investments already on the ground. comprehensive resource maps, integrated master plans and databanks on these resources will be developed for each region. the subsector will monitor and document the various levels of development, and disseminate this information to the relevant stakeholders.","../data/raw/results/Agriculture Sectoral Development Strategy/107.txt","12","107","en"
"35","kenya is a water-scarce country renewable fresh water per capita currently stands at 64 7 mans is expected to fall to 23 5 m? by 202 5 if supply does not keep up with the population increase. this situation is attributed to several factors among them the destruction of catchment areas through forest destruction, river-bank cultivation and poor landuse practices. the result has seen increased run-off, flash floods, reduced infiltration, soil erosion and siltation of dams and other water reservoirs. further, the effects of unsustainable human and industrial activities near large water bodies contribute to the decline in the quality of the environment.","../data/raw/results/Agriculture Sectoral Development Strategy/107.txt","12","107","en"
"43","the regional development subsector will carry out feasibility studies to protect and conserve the environment, and will formulate and implement programmes and projects that promote protection and conservation of river banks, water bodies and catchments areas in collaboration with communities and stakeholders.","../data/raw/results/Agriculture Sectoral Development Strategy/107.txt","12","107","en"
"66","the majority of vulnerable groups, women and youth are to be found in kenyas rural and slum areas. these groups lack employment, capital and, in some cases, skills. poverty is a major challenge among these groups. the government's goal in this area is to achieve social equity and reduce poverty through reduced income disparities. vision 203 0 aims at reducing inequality in accessing public services and income opportunities across gender, social status and regions. this will be achieved through reducing the national poverty ratio from the current 4 6 per cent to a range of between 3 0 and 3 5 per cent by 201 2.","../data/raw/results/Agriculture Sectoral Development Strategy/107.txt","12","107","en"
"73","to contribute to efforts to reduce poverty and increase income, the subsector will promote integrated community programmes that support empowerment ventures and reduce poverty in rural areas. to achieve this, partnerships, collaboration and linkages with other stakeholders will be forged in the use of devolved funds in rural areas.","../data/raw/results/Agriculture Sectoral Development Strategy/107.txt","12","107","en"
"92","the river basins are endowed with various natural resources with huge potential for exploitation. the rivers forming the major basins include arror, athi, eyewash ngiro, kerio, kuja, mara, mwache, nyando, nzoia, sabaki, sondu, tana and yala. the large water bodies include the indian ocean, lake victoria, lake calla and lake turkana. there are also extensive rangelands that are home to various livestock and wildlife.","../data/raw/results/Agriculture Sectoral Development Strategy/107.txt","12","107","en"
"114","these perennial rivers and water bodies can be used for hydropower production, irrigation, domestic and industrial use, livestock and fisheries, mining, marine activities and tourism. rangelands have potential for pastoralism, tourism, mining and wind power generation, which can be used to extract water for irrigation and to supply power for both industrial and domestic use in remote areas. these resources are partially exploited or unexploited.","../data/raw/results/Agriculture Sectoral Development Strategy/108.txt","12","108","en"
"24","demand for more human food and animal feed, energy for industrial and domestic use, potable water and environmental protection in the river basins and in the country at large require concerted efforts to be met.","../data/raw/results/Agriculture Sectoral Development Strategy/108.txt","12","108","en"
"36","to address these challenges, the regional development subsector will formulate and implement integrated programmes and projects that will increase hydropower generation, area under irrigation, storage water capacity and area under catchments conservation. the integrated development will include flagship projects along major rivers such as the tana. most of the programmes  projects under this strategy will be implemented under, among others, public-private partnerships.","../data/raw/results/Agriculture Sectoral Development Strategy/108.txt","12","108","en"
"67","about 7 0 per cent of kenyas population lives in the 1 2 per cent of land area that is classified as being of medium to high potential for agriculture and livestock production; parts of the remaining land area is severely degraded. the growing population and the resulting increase in demand for land, energy and water are putting tremendous pressure on the natural resource base. natural resources play two basic roles in development they support subsistence and they are a source of development resources. commercial management of natural resources is profitable and can provide important sources of foreign exchange. a major focus and priority in use and development of natural resources is to ensure their sustainability and the stability of the supporting resource base. resources of the forest and wildlife subsectors should be harnessed and sustainably used.","../data/raw/results/Agriculture Sectoral Development Strategy/108.txt","12","108","en"
"74","forest ecosystems are biodiversity reservoirs. forests provide a wide range of economic, environmental and social goods and services such as raw materials for the wood-based industries, employment, soil stabilization, carbon sinks and water catchments that protect the rate of flow and quality of water discharged by rivers draining these catchments. indigenous forests have endemic and threatened species.","../data/raw/results/Agriculture Sectoral Development Strategy/108.txt","12","108","en"
"84","in kenya, forests provide wood and non-wood products to over 8 0 per cent of all households. forests play a key role in supporting other productive sectors including agriculture, industrial energy and, significantly, enhancing the environments ability to withstand disasters such as floods, landslides and drought.","../data/raw/results/Agriculture Sectoral Development Strategy/108.txt","12","108","en"
"115","materials, particularly those with medicinal value that provide ingredients that can be developed into commercial products. proceeds from these products have not been of much benefit to local communities. kenya has lost some of her well-known biodiversity resources due mainly to population increase, habitat destruction, desertification, over exploitation of species, conversion through deforestation, and drainage of wetlands for agriculture and settlement. this loss is exacerbated by limited functional mechanisms for monitoring and regulating the introduction into the country of alien invasive species.","../data/raw/results/Agriculture Sectoral Development Strategy/109.txt","12","109","en"
"25","while most wildlife is concentrated in protected areas, there is a considerable population in areas surrounding farmlands and ranches. wildlife play a key role in the national economy through tourism. however, game in farmland and ranches is seen as a menace resulting in conflict between wildlife and humans. there is significant potential to exploit these resources through game ranches and conservation areas and to rear some special wild animals such as ostriches and crocodiles.","../data/raw/results/Agriculture Sectoral Development Strategy/109.txt","12","109","en"
"37","land is the basis upon which activities like agriculture, wildlife conservation, urban development, human settlement and infrastructure are carried out. local authorities that hold land in trust for their residents have abused the trusteeship through illegal allocation and change of user, negatively affecting wildlife conservation and management in such areas.","../data/raw/results/Agriculture Sectoral Development Strategy/109.txt","12","109","en"
"44","wildlife habitats provide an important resource base for rural peoples livelihood. however, rapidly increasing population and other socio-economic factors have put enormous pressure on the limited productive land forcing rural poor to resort to inappropriate land uses. four main factors cause severe habitat degradation poor cultivation methods, deforestation, charcoal burning and overgrazing.","../data/raw/results/Agriculture Sectoral Development Strategy/109.txt","12","109","en"
"53","security entails measures to protect wildlife, communities and visitors. insecurity in most areas where wildlife are found is a serious threat and challenge to wildlife conservation and management efforts. this situation has been exacerbated by insecurity in neighbouring countries, which has led to the proliferation of small arms in the region that are used for poaching.","../data/raw/results/Agriculture Sectoral Development Strategy/109.txt","12","109","en"
"68","most protected areas were established without regard to the surrounding landscapes. fences and other barriers have been erected between protected areas and the wider landscapes and communities. land bordering protected areas is either communally or individually owned and serves as dispersal areas. in terms of wildlife management, these rigid boundaries have compromised integrated and effective management of many ecosystems.","../data/raw/results/Agriculture Sectoral Development Strategy/109.txt","12","109","en"
"116","secretariat. its terms of reference will include preparing technical guidelines for implementing the strategy and formulating interventions according to tefl budgetary process and the medium-term plan.ascu has established thematic working groups that address key fast-track areas of the strategy in consultation with relevant sector players and resource persons.","../data/raw/results/Agriculture Sectoral Development Strategy/11.txt","12","11","en"
"38","at the local level, the asds will be implemented through district agricultural development committees dads made up of sector ministries and stakeholders. these dads will elect the chairman and secretaries on two-year rotation basis, who will link with ascu headquarters on project implementation. ascu will organize the requisite training and capacity support for stakeholders to implement the strategy.","../data/raw/results/Agriculture Sectoral Development Strategy/11.txt","12","11","en"
"45","implementation will be carried out at local district and division levels. ascu will strengthen the local multi-stakeholder forums to enable them serve farmers and other stakeholders. priorities on implementation will be agreed upon at district development committees, dads and constituency development committees. measures will be instituted to encourage cf committees to allocate resources to agricultural sector development with the aim of encouraging the youth to participate in agriculture.","../data/raw/results/Agriculture Sectoral Development Strategy/11.txt","12","11","en"
"69","the asds will be implemented over a 1 0-year period and will run parallel and be part and parcel of activities agreed on with development partners on economic reforms, poverty reduction and food security. an initial medium-term plan will be prepared and synchronized with the vision 203 0 medium-term plan. however, the need for rapid growth and development of the sector makes it necessary to identify and start implementing actions in priority areas that lend themselves to fast-track actions, which impact more significantly on the immediate needs of poverty reduction, food security and accelerating sector investment and development. for this reason, the sector will develop medium term investment plans.","../data/raw/results/Agriculture Sectoral Development Strategy/11.txt","12","11","en"
