,Unnamed: 0,sentences,name,country,page,languages,legible,results,class
305,532,"inadequate budgetary allocation. insufficient budgetary allocation to the agricultural sector is a key constraint. in 200 3 under the maputo declaration, african heads of state committed to allocate 1 0 per cent of their annual budgets to the agricultural sector. kenya has not yet achieved this target; by 200 8, the sector was receiving 4.5 per cent of the budget. this insufficient allocation has reduced human resources and service delivery by government institutions. reduced effectiveness of extension services. the effectiveness of extension services declined over the last two decades due to use of inappropriate methods and a sharp reduction in operational budgets and human resources in the sector ministries. in particular, livestock extension in asals has been underfinanced. while much has been achieved in the last 5 years, inadequate financial and human resources continue to constrain the sector.",Agriculture Sectoral Development Strategy,12,56,en,"Inadequate budgetary allocation. Insufficient budgetary allocation to the agricultural sector is a key constraint. In 2003 under the maputo declaration, african heads of state committed to allocate 10 per cent of their annual budgets to the agricultural sector. Kenya has not yet achieved this target; by 2008, the sector was receiving 4.5 per cent of the budget. This insufficient allocation has reduced human resources and service delivery by government institutions. Reduced effectiveness of extension services. The effectiveness of extension services declined over the last two decades due to use of inappropriate methods and a sharp reduction in operational budgets and human resources in the sector ministries. In particular, livestock extension in asals has been underfinanced. While much has been achieved in the last 5 years, inadequate financial and human resources continue to constrain the sector.",0.415374684672187,d
308,154,"are hard pressed to finance inputs and capital investment. a number of microfinance institutions are operating but they tend to increase the cost of credit, reach only a small proportion of smallholder farmers, and provide only short term credit. the formal banking system is just beginning to develop credit facilities particularly suited to smallscale farming.",Agriculture Sectoral Development Strategy,12,57,en,"Are hard pressed to finance inputs and capital investment. A number of microfinance institutions are operating but they tend to increase the cost of credit, reach only a small proportion of smallholder farmers, and provide only short-term credit. The formal banking system is just beginning to develop credit facilities particularly suited to smallscale farming.",0.501178546998179,d
344,439," enhancing farmer access to affordable inputs and creditenhancing institutional efficiency and effectiveness in implementation and service delivery the current policy environment is not supportive of private sector led agricultural development. multiple and complex laws and regulations have evolved in the agricultural sector, which do not allow for investment in a liberalized economic environment. appropriate policies should provide for the changed role of government as a facilitator and regulator of agricultural activities.",Agriculture Sectoral Development Strategy,12,63,en,"Enhancing farmer access to affordable inputs and creditenhancing institutional efficiency and effectiveness in implementation and service delivery the current policy environment is not supportive of private sector-led agricultural development. Multiple and complex laws and regulations have evolved in the agricultural sector, which do not allow for investment in a liberalized economic environment. Appropriate policies should provide for the changed role of government as a facilitator and regulator of agricultural activities.",0.413902618929783,d
352,440,"the subsector will emphasize collecting, collating and disseminating information on domestic and international markets. the information will be disseminated to producers, exporters and service providers. global information networks will be developed through subscriptions to trade information systems and close collaboration with kenyas diplomatic service. to support an effective marketing strategy, the agriculture subsector will collaborate with other stakeholders in the public sector to facilitate private sector involvement in the development of marketing infrastructure, especially rural market facilities. farmer organizations will be supported and empowered to play their role in providing market support services.",Agriculture Sectoral Development Strategy,12,64,en,"The subsector will emphasize collecting, collating and disseminating information on domestic and international markets. The information will be disseminated to producers, exporters and service providers. Global information networks will be developed through subscriptions to trade information systems and close collaboration with kenyas diplomatic service. To support an effective marketing strategy, the agriculture subsector will collaborate with other stakeholders in the public sector to facilitate private sector involvement in the development of marketing infrastructure, especially rural market facilities. Farmer organizations will be supported and empowered to play their role in providing market support services.",0.409063482218039,n
354,638,"kenya is a member of the world trade organization. this multilateral trade system aims to expand markets through liberalizing global trade. the agriculture sector will be a key player in multilateral and bilateral trade negotiations with the objectives of expanding and diversifying agricultural products and markets. regional markets, especially the  block, are now the major destination for kenyas exports. the subsector will collaborate with other relevant sectors and subsectors to promote economic cooperation and regional integration as a strategy for expanding local markets.",Agriculture Sectoral Development Strategy,12,64,en,"Kenya is a member of the world trade organization. This multilateral trade system aims to expand markets through liberalizing global trade. The agriculture sector will be a key player in multilateral and bilateral trade negotiations with the objectives of expanding and diversifying agricultural products and markets. Regional markets, especially the  block, are now the major destination for kenyas exports. The subsector will collaborate with other relevant sectors and subsectors to promote economic cooperation and regional integration as a strategy for expanding local markets.",0.47360073452667895,n
355,724,"appropriate credit packages for small scale producers will be developed to facilitate access to key inputs. the subsector will enhance value addition technologies through building capacity of stakeholders, and providing material and financial support. these strategies are aimed at shifting the sector from subsistence agriculture to farming as a business.",Agriculture Sectoral Development Strategy,12,64,en,"Appropriate credit packages for small-scale producers will be developed to facilitate access to key inputs. The subsector will enhance value-addition technologies through building capacity of stakeholders, and providing material and financial support. These strategies are aimed at shifting the sector from subsistence agriculture to farming as a business.",0.46753593418647105,i
356,159,"producers. in collaboration with other stakeholders, the subsector will also support mobilization of financial resources through sac cos and other community based lending organizations to accelerate agricultural development.",Agriculture Sectoral Development Strategy,12,65,en,"Producers. In collaboration with other stakeholders, the subsector will also support mobilization of financial resources through sac cos and other community-based lending organizations to accelerate agricultural development.",0.466688927844812,i
359,639,"the countrys agricultural resource base will be increased and improved through developing diversified, demand driven crop varieties; intensively applying appropriate technologies; and expanding use of irrigation systems in agricultural production. to achieve this research extension links will be strengthened to ensure demand driven research and effective application of research technologies on the farm. in addition, the private sector will be encouraged and supported to invest in agricultural production at all levels of the supply chain from farming, research and extension to processing and marketing. strengthening extension services and creating strong links between research and extension are two of the subsectors overriding objectives. effective adoption of technology packages will require a participatory approach to extension. the sector will strengthen its extension service delivery system and encourage private sector participation in the delivery of extension services, and will, in particular, empower farmer organizations and communities to provide these services at the grassroots.",Agriculture Sectoral Development Strategy,12,65,en,"The countrys agricultural resource base will be increased and improved through developing diversified, demand-driven crop varieties; intensively applying appropriate technologies; and expanding use of irrigation systems in agricultural production. To achieve this research-extension links will be strengthened to ensure demand-driven research and effective application of research technologies on the farm. In addition, the private sector will be encouraged and supported to invest in agricultural production at all levels of the supply chain from farming, research and extension to processing and marketing. Strengthening extension services and creating strong links between research and extension are two of the subsectors overriding objectives. Effective adoption of technology packages will require a participatory approach to extension. The sector will strengthen its extension service delivery system and encourage private sector participation in the delivery of extension services, and will, in particular, empower farmer organizations and communities to provide these services at the grassroots.",0.409444539516675,n
360,725,"the sector will also improve and strengthen support services to include access to appropriate and affordable credit, to production and market related information and to appropriate technologies, and improve its institutions such as agricultural training colleges, rural training development centres and agricultural training centres. the sector will work with the private sector and other agricultural sector ministries and agencies to make these support services available to farmers and service providers.",Agriculture Sectoral Development Strategy,12,65,en,"The sector will also improve and strengthen support services to include access to appropriate and affordable credit, to production and market-related information and to appropriate technologies, and improve its institutions such as agricultural training colleges, rural training development centres and agricultural training centres. The sector will work with the private sector and other agricultural sector ministries and agencies to make these support services available to farmers and service providers.",0.48465452751076704,i
362,160,developing and operationalizing internal data management within the subsector and among the agricultural sector ministries and agencies will enhance efficiency in service delivery.,Agriculture Sectoral Development Strategy,12,67,en,Developing and operationalizing internal data management within the subsector and among the agricultural sector ministries and agencies will enhance efficiency in service delivery.,0.400928077413516,n
365,726,"to increase agricultural productivity and improve farming as a business, farmers need access to inputs and credit. appropriate credit packages suitable for small scale producers will be made available to enable producers access key inputs such as fertilizer, agrochemicals and seed. farmers need capital investment for irrigation infrastructure, value addition technologies and general farm development, and to comply with food safety regulations.",Agriculture Sectoral Development Strategy,12,67,en,"To increase agricultural productivity and improve farming as a business, farmers need access to inputs and credit. Appropriate credit packages suitable for small-scale producers will be made available to enable producers access key inputs such as fertilizer, agrochemicals and seed. Farmers need capital investment for irrigation infrastructure, value-addition technologies and general farm development, and to comply with food safety regulations.",0.451486801325902,i
366,16110,"reduce costs, promote local fertilizer blending and initiate the establishment of a national or regional manufacturing plant. to ensure the bulk fertilizer purchase programme is successfully implemented, the government will facilitate capacity building for farmers and enhance capacity of farmer institutions to purchase and distribute fertilizer efficiently.",Agriculture Sectoral Development Strategy,12,68,en,"Reduce costs, promote local fertilizer blending and initiate the establishment of a national or regional manufacturing plant. To ensure the bulk fertilizer purchase programme is successfully implemented, the government will facilitate capacity building for farmers and enhance capacity of farmer institutions to purchase and distribute fertilizer efficiently.",0.41463860206271796,i
391,247,"this strategy will explore avenues for revitalizing livestock extension services in kenya. in particular, more resources will be committed to increase staffing levels towards the ratio of 1 livestock extension officer to 50 0 farmers in high potential areas, and 1 to 15 0 farmers in low potential areas to improve service delivery.",Agriculture Sectoral Development Strategy,12,72,en,"This strategy will explore avenues for revitalizing livestock extension services in kenya. In particular, more resources will be committed to increase staffing levels towards the ratio of 1 livestock extension officer to 500 farmers in high-potential areas, and 1 to 150 farmers in low-potential areas to improve service delivery.",0.40007329974402,n
408,168,"to improve access to markets, capacity building in the market value chain will be undertaken and infrastructure developed. in particular, organizing livestock producers into marketing groups, developing markets and supporting infrastructure including a livestock marketing information system will be addressed.",Agriculture Sectoral Development Strategy,12,75,en,"To improve access to markets, capacity building in the market value chain will be undertaken and infrastructure developed. In particular, organizing livestock producers into marketing groups, developing markets and supporting infrastructure including a livestock marketing information system will be addressed.",0.417731281714776,n
414,169,with international standards. international and regional markets are more lucrative than local markets and accessing them will increase returns.,Agriculture Sectoral Development Strategy,12,76,en,With international standards. International and regional markets are more lucrative than local markets and accessing them will increase returns.,0.4296698191067821,n
435,646,"an essential component of the asds is to enhance the capacity of the private and public sectors in agriculture through supporting innovative private sector activities or public private partnerships that promote market driven production, processing and marketing initiatives. this support will be actualized through the establishment of an innovation fund for agriculture and agribusiness ifaa. the objective of the fund will be to foster ass central objective of commercializing agriculture by catalyzing private sector participation in market oriented production and service delivery, promoting productivity and profitability or commercial viability of sector activities at all levels of the wider agricultural sector value chains.",Agriculture Sectoral Development Strategy,12,8,en,"An essential component of the asds is to enhance the capacity of the private and public sectors in agriculture through supporting innovative private sector activities or public-private partnerships that promote market-driven production, processing and marketing initiatives. This support will be actualized through the establishment of an innovation fund for agriculture and agribusiness ifaa. The objective of the fund will be to foster ass central objective of commercializing agriculture by catalyzing private sector participation in market-oriented production and service delivery, promoting productivity and profitability or commercial viability of sector activities at all levels of the wider agricultural sector value chains.",0.49211142949921993,i
