,Unnamed: 0,sentences,name,country,page,languages,legible,results,class
453,1051,"5 5.if in any financial year the income of the fund together with any surplus income brought forward from a previous year, is insufficient to meet the actual or estimated liabilities of the fund, the minister responsible for finance may make advances to the fund in order to meet the deficiency or any part thereof and such advances shall be made on such teens and conditions, whether as to repayment or otherwise, as the minister responsible for finance may determine. ",Environment Management Act,,36,en,"55.if in any financial year the income of the fund together with any surplus income brought forward from a previous year, is insufficient to meet the actual or estimated liabilities of the fund, the minister responsible for finance may make advances to the fund in order to meet the deficiency or any part thereof and such advances shall be made on such teens and conditions, whether as to repayment or otherwise, as the minister responsible for finance may determine.",0.466571370609207,i
458,1441," any part of he fund not immediately requited for the purposes of the fund may, on the recommendation of the council, be invested in such manner as the minister, after consulting with he minister responsible for finance, may determine. ",Environment Management Act,,37,en,"Any part of he fund not immediately requited for the purposes of the fund may, on the recommendation of the council, be invested in such manner as the minister, after consulting with he minister responsible for finance, may determine.",0.4947890998202729,i
534,1737,"a such sums as shall be appropriated by parliament for the purpose of the fund;advances made to the fund under section 5 7;such sums as may be received for the purposes of the fund by way of voluntary contributions, levies from a metre cube of wood felled or extractedpayments made into the fund under section 1 2; andsuch sums or other assets may be donated for the purposes of the fund by any foreign government, international agency or foreign institution or body. ",– 1997,,22,en,"A such sums as shall be appropriated by parliament for the purpose of the fund;advances made to the fund under section 57;such sums as may be received for the purposes of the fund by way of voluntary contributions, levies from a metre cube of wood felled or extractedpayments made into the fund under section 12; andsuch sums or other assets may be donated for the purposes of the fund by any foreign government, international agency or foreign institution or body.",0.412403784966949,i
535,1181," whether as to repayment or otherwise, as the minister responsible for finance may determine. ",– 1997,,23,en,"Whether as to repayment or otherwise, as the minister responsible for finance may determine.",0.46502636270483205,n
542,21010,"2 any part of the fund not immediately required for the purposes of the fund may, on the recommendation of the board, be invested in such manner as the minister, after consulting with the minister responsible for finance, may determine. ",– 1997,,24,en,"2 any part of the fund not immediately required for the purposes of the fund may, on the recommendation of the board, be invested in such manner as the minister, after consulting with the minister responsible for finance, may determine.",0.49586825770867204,i
572,1052,"c to promote community involvement in the conservation of trees and forests in forest reserves and protected forest areas in accordance with the provisions of this act;to empower village natural resources management committees to source financial and technical assistance from the private sector, non governmental organisations and other organisations;to promote sustainable utilisation of timber, fuelwood and other forest produce;to promote optimal land use practices through agroforestry in smallholder farming systems;to update the capability of forestry institutions in the implementation of their resources management responsibilities and in development of human resources in forestry;to control trafficking in wood and other forestry produce including exportation and importation;to protect fragile areas such as steep slopes, river banks, water catchment and to conserve and enhance biodiversity;to provide guidelines in planning and implementation of forestry research and forestry education;to establish a forestry administration; andto promote bilateral, regional and international co operation in forest augmentation and conservation. ",– 1997,,6,en,"C to promote community involvement in the conservation of trees and forests in forest reserves and protected forest areas in accordance with the provisions of this act;to empower village natural resources management committees to source financial and technical assistance from the private sector, non-governmental organisations and other organisations;to promote sustainable utilisation of timber, fuelwood and other forest produce;to promote optimal land use practices through agroforestry in smallholder farming systems;to update the capability of forestry institutions in the implementation of their resources management responsibilities and in development of human resources in forestry;to control trafficking in wood and other forestry produce including exportation and importation;to protect fragile areas such as steep slopes, river banks, water catchment and to conserve and enhance biodiversity;to provide guidelines in planning and implementation of forestry research and forestry education;to establish a forestry administration; andto promote bilateral, regional and international co-operation in forest augmentation and conservation.",0.4231383916940779,i
635,558,"key policy and institutional strategies and ministerial cooperation  shift domestic government budget allocations from subsidies for mineral fertilizers to support for increased extension services, training, and outreach programs to promote improved agricultural technologies; soil and water conservation; and other flr interventions that promote improved catchment management.  increasingly redirect cash for work programs toward restoration actions natural and build restoration infrastructure.",Forest Landscape Restoration Strategy,,29,en,"Key policy and institutional strategies and ministerial cooperation  shift domestic government budget allocations from subsidies for mineral fertilizers to support for increased extension services, training, and outreach programs to promote improved agricultural technologies; soil and water conservation; and other FLR interventions that promote improved catchment management.  Increasingly redirect cash-for-work programs toward restoration actions natural and build restoration infrastructure.",0.488800313240319,i
652,11412,"the economic strategy for forest landscape restoration in malawi has been on the implementation of the five identified intervention types in locations where the costs will be reduced and the benefits increased. this will be based on the analysis of priorities that demonstrate where the economic benefits from these restoration actions will flow. it is especially important at this stage to ensure that economic benefits from restoration are provided in a fair and equitable manner especially in support of womens leadership and participation in restoration activities and initiatives and their access to and control of land, capital, and credit. ",Forest Landscape Restoration Strategy,,30,en,"The economic strategy for forest landscape restoration in malawi has been on the implementation of the five identified intervention types in locations where the costs will be reduced and the benefits increased. This will be based on the analysis of priorities that demonstrate where the economic benefits from these restoration actions will flow. It is especially important at this stage to ensure that economic benefits from restoration are provided in a fair and equitable manner especially in support of womens leadership and participation in restoration activities and initiatives and their access to and control of land, capital, and credit.",0.401842106069002,i
653,2152,"considering the ambitious commitment to restoration nearly half of malawis land areas coordinated strategy that is inclusive of malawis national economic, social, and development goals as well as its natural resource and management aspirations will be key. the following strategy outlines how the results of the nflra can be operationalized for policies and institutions, stocktaking and mapping, and economics and finance. to create an enabling environment that fosters widespread adoption of the five intervention types identified for scaling up through the nflra and the novel economic opportunities generated through restoration enterprises, different ministries and sectors should recognize that existing agriculture, forest, and climate policies for their sectors all contribute to the same goals. landscape restoration provides a unique opportunity to harmonize this understanding, especially through the implementation of forest landscape restoration over the coming years. the scale of restoration in malawi and the interdependency of all sectors necessitates a coordinated and inter departmental approach to this landscape strategy that is supported by a genuine national restoration movement. broadly, an increase in technical support and training through extension services on the components of this strategy will fundamentally determine the trajectory of malawis restoration commitment. ",Forest Landscape Restoration Strategy,,32,en,"Considering the ambitious commitment to restoration nearly half of malawis land areas coordinated strategy that is inclusive of malawis national economic, social, and development goals as well as its natural resource and management aspirations will be key. The following strategy outlines how the results of the nflra can be operationalized for policies and institutions, stocktaking and mapping, and economics and finance. To create an enabling environment that fosters widespread adoption of the five intervention types identified for scaling up through the nflra and the novel economic opportunities generated through restoration enterprises, different ministries and sectors should recognize that existing agriculture, forest, and climate policies for their sectors all contribute to the same goals. Landscape restoration provides a unique opportunity to harmonize this understanding, especially through the implementation of forest landscape restoration over the coming years. The scale of restoration in malawi and the interdependency of all sectors necessitates a coordinated and inter-departmental approach to this landscape strategy that is supported by a genuine national restoration movement. Broadly, an increase in technical support and training through extension services on the components of this strategy will fundamentally determine the trajectory of malawis restoration commitment.",0.40497689829486294,n
656,6311,"there are several ways to reduce the information barrier to promote more widespread adoption of restoration activities. it is critically important to increase investment in extension, outreach, and knowledge sharing programs separately designed for women and men to reduce knowledge and skill barriers and promote adoption. outreach activities, like farm radio programs, can also reduce information barriers by discussing the practical steps of implementing different restoration activities and highlighting the benefits that smallholders could expect to receive. the following strategies can facilitate the scaling up of restoration in malawi  dedicate more resources to communication and outreach about the benefits of restoration through rural radio, expanded extension services, and support for ngos to provide community support.",Forest Landscape Restoration Strategy,,32,en,"There are several ways to reduce the information barrier to promote more widespread adoption of restoration activities. It is critically important to increase investment in extension, outreach, and knowledge-sharing programs separately designed for women and men to reduce knowledge and skill barriers and promote adoption. Outreach activities, like farm radio programs, can also reduce information barriers by discussing the practical steps of implementing different restoration activities and highlighting the benefits that smallholders could expect to receive. The following strategies can facilitate the scaling up of restoration in malawi  dedicate more resources to communication and outreach about the benefits of restoration through rural radio, expanded extension services, and support for ngos to provide community support.",0.40737350615084605,n
660,3127,"agricultural technologies to create an enabling environment that fosters widespread adoption of agricultural technologies, existing agriculture, forest, and climate policies need harmonization. these include the national agriculture policy 201 6, the national forest policy 201 6, and the national climate change policy 201 5. the national climate change investment plan 201 3 also highlights agriculture as a key sector through which to enhance climate change resilience, while malawis national adaptation programme of action 200 6 outlines agricultural interventions aimed at boosting womens resilience to climate change. ",Forest Landscape Restoration Strategy,,33,en,"Agricultural technologies to create an enabling environment that fosters widespread adoption of agricultural technologies, existing agriculture, forest, and climate policies need harmonization. These include the national agriculture policy 2016, the national forest policy 2016, and the national climate change policy 2015. The national climate change investment plan 2013 also highlights agriculture as a key sector through which to enhance climate change resilience, while malawis national adaptation programme of action 2006 outlines agricultural interventions aimed at boosting womens resilience to climate change.",0.412567326572398,n
663,791,"  shift domestic government budget allocations from subsidies for mineral fertilizers to support for increased extension services, training and outreach programs to promote conservation agriculture, fmnr and agroforestry, and soil and water conservation. ",Forest Landscape Restoration Strategy,,33,en,"Shift domestic government budget allocations from subsidies for mineral fertilizers to support for increased extension services, training and outreach programs to promote conservation agriculture, FMNR and agroforestry, and soil and water conservation.",0.439967537792227,i
664,863,"  improve coordination between the department of forestry and the ministry of agriculture, irrigation, and water development to align and increase resource allocations for tree based restoration interventions on farms. ",Forest Landscape Restoration Strategy,,33,en,"Improve coordination between the department of forestry and the ministry of agriculture, irrigation, and water development to align and increase resource allocations for tree-based restoration interventions on farms.",0.418919345409991,i
675,11610,"  complement local investments in establishing and managing community forests and woodlots with small grants and technical support to strengthen associated forest product value chains and reinforce the economic returns and incentives for communities and user groups to invest in these restoration interventions. this could include assistance with the development of beekeeping and honey production, and value added processing and marketing of a range of timber and nontimber forest products from community forests and woodlots.",Forest Landscape Restoration Strategy,,34,en,"Complement local investments in establishing and managing community forests and woodlots with small grants and technical support to strengthen associated forest product value chains and reinforce the economic returns and incentives for communities and user groups to invest in these restoration interventions. This could include assistance with the development of beekeeping and honey production, and value-added processing and marketing of a range of timber and nontimber forest products from community forests and woodlots.",0.40226922250676295,i
677,13112,"  create and support institutions to extend credit to smallholders with an interest in investing in plantation forestry, expansion of woodlots, and value added processing and marketing of tree and forest products.",Forest Landscape Restoration Strategy,,34,en,"Create and support institutions to extend credit to smallholders with an interest in investing in plantation forestry, expansion of woodlots, and value-added processing and marketing of tree and forest products.",0.44746904482793,i
689,5102,  focus the government public works program cash for work scheme on soil and water conservation activities in watersheds at high risk for flooding and erosion. these programs especially the world bank funded malawi social action fund and its public works programme provide significant inputs that could be more strongly directed toward restoration actions at the village level.,Forest Landscape Restoration Strategy,,36,en,Focus the government public works program cash-for-work scheme on soil and water conservation activities in watersheds at high risk for flooding and erosion. These programs especially the world bank funded malawi social action fund and its public works programme provide significant inputs that could be more strongly directed toward restoration actions at the village level.,0.4322836772845,i
699,3131,"agricultural technology restoration interventions produce more private benefits than public benefits and will be supported by investments made directly by smallholders, incentivised by grants or loans to smallholder associations. models for these kinds of incentives are now emerging.2 it is proposed that additional funding be mobilized through private financing businesses like microfinance institutions and other businesses that offer farm credit. an innovation in microfinance is the climate smart lending platform cslp, which incentivizes climate smart agriculture and agroforestry while greening and mitigating risk for loan portfolios.3 ",Forest Landscape Restoration Strategy,,37,en,"Agricultural technology restoration interventions produce more private benefits than public benefits and will be supported by investments made directly by smallholders, incentivised by grants or loans to smallholder associations. Models for these kinds of incentives are now emerging.2 it is proposed that additional funding be mobilized through private financing businesses like microfinance institutions and other businesses that offer farm credit. An innovation in microfinance is the climate-smart lending platform cslp, which incentivizes climate-smart agriculture and agroforestry while greening and mitigating risk for loan portfolios.3",0.609288375119171,i
700,496,"some types of forestry based restoration interventions, especially activities designed to improve sediment retention or flood control, generate significant public benefits but few private benefits. accordingly, forest based restoration interventions that promote the creation of public goods but lack conventional economic returns may require financing through public funds or novel investment schemes that generate financial returns on natural capital. ",Forest Landscape Restoration Strategy,,37,en,"Some types of forestry-based restoration interventions, especially activities designed to improve sediment retention or flood control, generate significant public benefits but few private benefits. Accordingly, forest-based restoration interventions that promote the creation of public goods but lack conventional economic returns may require financing through public funds or novel investment schemes that generate financial returns on natural capital.",0.473088448961889,i
702,891,some key strategies that will facilitate the movement of financial opportunities for restoration include the following  support farming communities to use solidarity and community lending mechanisms to incentivize communities own investment in restoration.,Forest Landscape Restoration Strategy,,37,en,Some key strategies that will facilitate the movement of financial opportunities for restoration include the following  support farming communities to use solidarity and community lending mechanisms to incentivize communities own investment in restoration.,0.49378245671124504,i
703,991,"  create and support local and national institutions to extend credit to smallholders e.g., through the cslp.",Forest Landscape Restoration Strategy,,37,en,"Create and support local and national institutions to extend credit to smallholders e.g., through the cslp.",0.48135052746387297,i
704,1091,"  complement local investments in establishing and managing community forests and woodlots with small grants and technical support to strengthen associated non forest product value chains and reinforce economic returns and incentives for communities and user groups to invest in restoration interventions. this should include assistance in the development of beekeeping and honey production, as well as value added processing and marketing of a range of timber and nontimber forest products from community forests and woodlots. ",Forest Landscape Restoration Strategy,,37,en,"Complement local investments in establishing and managing community forests and woodlots with small grants and technical support to strengthen associated non forest product value chains and reinforce economic returns and incentives for communities and user groups to invest in restoration interventions. This should include assistance in the development of beekeeping and honey production, as well as value-added processing and marketing of a range of timber and nontimber forest products from community forests and woodlots.",0.4004810256302249,i
707,4102,potential sources of revenue to fund activities necessary to bring restoration to scale in malawi and capitalize a national restoration fund include the following  reprogramming and realigning domestic public funding through three main options 1. redirect foodcash for work programs toward restoration activities.,Forest Landscape Restoration Strategy,,38,en,Potential sources of revenue to fund activities necessary to bring restoration to scale in malawi and capitalize a national restoration fund include the following  reprogramming and realigning domestic public funding through three main options 1. Redirect foodcash-for-work programs toward restoration activities.,0.53041305905721,i
709,681,"3. establish a national restoration fund, as exemplified in costa rica, rwanda, and guatemala, to transfer a portion of public tax revenues to a fund that finances sustainable land use and restoration activities and to attract private sector financing.",Forest Landscape Restoration Strategy,,38,en,"3. Establish a national restoration fund, as exemplified in costa rica, rwanda, and guatemala, to transfer a portion of public tax revenues to a fund that finances sustainable land use and restoration activities and to attract private-sector financing.",0.47357197238407395,i
711,9101,"potential sources of funds to capitalize a national restoration fund for malawi included development finance institutions dfis, the global environmental facility gef, and the green climate fund cf and other related funds established to support climate mitigation and adaptation activities. malawi is well positioned to mobilize cf funding to implement its national restoration strategy and transform the agricultural and forestry sectors. malawi received more than $90 0 million in official development assistance ado in 201 4 allocated across many development sectors. this assistance supports numerous programs that would benefit from the impacts of successful forest and landscape restoration interventions. ",Forest Landscape Restoration Strategy,,38,en,"Potential sources of funds to capitalize a national restoration fund for malawi included development finance institutions dfis, the global environmental facility gef, and the green climate fund CF and other related funds established to support climate mitigation and adaptation activities. Malawi is well-positioned to mobilize CF funding to implement its national restoration strategy and transform the agricultural and forestry sectors. Malawi received more than $900 million in official development assistance ado in 2014 allocated across many development sectors. This assistance supports numerous programs that would benefit from the impacts of successful forest and landscape restoration interventions.",0.594088892806703,i
712,10101,"national and international private investment is a further source of restoration financing. interest is steadily building in leveraging funds from impact investors for restoration, and there is considerable scope for these investors to improve their understanding of potentially successful business models and investment opportunities in small and medium sized enterprises linked to restoration. investor round tables can be organized to facilitate information sharing about needs and opportunities and to catalyze engagement by interested impact investors. about 1 3 percent of enterprises in malawi sell forest based products and could benefit from more sustainable sourcing of these products through an association with restoration interventions and improved management of trees and forests.",Forest Landscape Restoration Strategy,,38,en,"National and international private investment is a further source of restoration financing. Interest is steadily building in leveraging funds from impact investors for restoration, and there is considerable scope for these investors to improve their understanding of potentially successful business models and investment opportunities in small and medium-sized enterprises linked to restoration. Investor round tables can be organized to facilitate information sharing about needs and opportunities and to catalyze engagement by interested impact investors. About 13 percent of enterprises in malawi sell forest-based products and could benefit from more sustainable sourcing of these products through an association with restoration interventions and improved management of trees and forests.",0.5303936909390129,i
717,5131,"  develop communications strategy to accelerate adoption of flr agricultural technologies, such as rural radio outreach and fmnr awards program.",Forest Landscape Restoration Strategy,,41,en,"Develop communications strategy to accelerate adoption of FLR agricultural technologies, such as rural radio outreach and FMNR awards program.",0.406703264535058,i
728,1926,"  increased support to be mobilized by extension services, the department of forestry, and other technical services in association with ngos and rural development projects.",Forest Landscape Restoration Strategy,,41,en,"Increased support to be mobilized by extension services, the department of forestry, and other technical services in association with ngos and rural development projects.",0.46814048324445,n
730,2139,"  the department of forestry leads multi agency and cross sectoral program with participation of key stakeholders responsible for land use, community development, and management of land, forest, and water resources. together, these actors organize and coordinate design and implementation of special program to expand areas of community forests and woodlots as a main component of national program for integrated landscape management and accelerated implementation of flr interventions.",Forest Landscape Restoration Strategy,,41,en,"The department of forestry leads multi agency and cross-sectoral program with participation of key stakeholders responsible for land use, community development, and management of land, forest, and water resources. Together, these actors organize and coordinate design and implementation of special program to expand areas of community forests and woodlots as a main component of national program for integrated landscape management and accelerated implementation of FLR interventions.",0.41721868009561003,n
735,9121,  private sector investors and entrepreneurs engaged in sustainable use and value added processing and marketing of forest products.,Forest Landscape Restoration Strategy,,42,en,Private-sector investors and entrepreneurs engaged in sustainable use and value-added processing and marketing of forest products.,0.42982676369600603,i
738,1531,"  land resources conservation department in the ministry of agriculture leads multi agency and cross sectoral program with participation of key stakeholders responsible for land use, community development, and management of land, forest, and water resources. together, these actors organize and coordinate design and implementation of special program to scale up soil and water conservation interventions as part of the national program for integrated landscape management and accelerated implement of flr interventions.",Forest Landscape Restoration Strategy,,42,en,"Land resources conservation department in the ministry of agriculture leads multi agency and cross-sectoral program with participation of key stakeholders responsible for land use, community development, and management of land, forest, and water resources. Together, these actors organize and coordinate design and implementation of special program to scale up soil and water conservation interventions as part of the national program for integrated landscape management and accelerated implement of FLR interventions.",0.418053520597389,n
743,2332,"  extension services, with assistance of ngos, technical departments, and rural development projects, facilitate local land use planning and provide increased logistical and technical support for stream bank restoration.",Forest Landscape Restoration Strategy,,42,en,"Extension services, with assistance of ngos, technical departments, and rural development projects, facilitate local land use planning and provide increased logistical and technical support for stream-bank restoration.",0.43389522644993606,n
752,5151,"broad engagement of the public sector, private sector, traditional authorities and other local community organizations will be required to successfully implement a forest landscape restoration in malawi. the government of malawi is committed to support the will of the people and cooperation among all stakeholders for the restoration of degraded lands and forests which will put malawi on a path to a climate smart future. ",Forest Landscape Restoration Strategy,,5,en,"Broad engagement of the public sector, private sector, traditional authorities and other local community organizations will be required to successfully implement a forest landscape restoration in malawi. The government of malawi is committed to support the will of the people and cooperation among all stakeholders for the restoration of degraded lands and forests which will put malawi on a path to a climate smart future.",0.414470355206352,n
775,1830,"the overall objectives of the national forest policy are to 1. provide an enabling framework for promoting the participation of local communities, the civil society and the private sector in forest conservation and management; 2. promote the establishment of forest based small and medium 3. promote the growing of trees by all sections of the communities in order to achieve sustainable self sufficiency of wood and forest derived products and services; 4. promote sustainable management of forests for the protection of the environment, conservation of biodiversity and climate change management; 5. promote the development of initiatives for adequate and sustainable short, medium and long term financing mechanisms for the forestry sector and its contribution to gdp; 6. enhance the development of requisite human resource commensurate with the implementation of the policy; 7. promote the sustained management and utilization of forest resources based on research findings and recommendations; 8. promote a well regulated, compliant and monitored forestry sector with clearly defined forest standards and guidelines; and 9. enhance cooperation in forestry related issues at national, regional and international levels to maximize resources and information flows into the forestry sector. ",- June 2016,,14,en,"The overall objectives of the national forest policy are to 1. Provide an enabling framework for promoting the participation of local communities, the civil society and the private sector in forest conservation and management; 2. Promote the establishment of forest based small and medium 3. Promote the growing of trees by all sections of the communities in order to achieve sustainable self-sufficiency of wood and forest derived products and services; 4. Promote sustainable management of forests for the protection of the environment, conservation of biodiversity and climate change management; 5. Promote the development of initiatives for adequate and sustainable short, medium and long term financing mechanisms for the forestry sector and its contribution to gdp; 6. Enhance the development of requisite human resource commensurate with the implementation of the policy; 7. Promote the sustained management and utilization of forest resources based on research findings and recommendations; 8. Promote a well regulated, compliant and monitored forestry sector with clearly defined forest standards and guidelines; and 9. Enhance cooperation in forestry related issues at national, regional and international levels to maximize resources and information flows into the forestry sector.",0.411372569301363,i
776,5116,"while numerous issues could be considered to address sustainable forest management, implementation of this policy by the government and its partners will focus on ten priority areas namely  community based forest management; indigenous forests, forest reserves, and ecosystem management; forest plantations and estates management; forestry regulation and quality control; forestry knowledge acquisition and management; capacity development for forestry sector; biomass energy development; development of forest based industries; regional and international cooperation; and financing mechanisms. sustainable forest management will ensure continuous provision of forest goods and services, increased forest cover and climate change management. this priority area aims at empowering rural communities to conserve and develop malawis forest resources for the economic and environmental benefit of the present and future generations. ",- June 2016,,15,en,"While numerous issues could be considered to address sustainable forest management, implementation of this policy by the government and its partners will focus on ten priority areas namelycommunity based forest management; indigenous forests, forest reserves, and ecosystem management; forest plantations and estates management; forestry regulation and quality control; forestry knowledge acquisition and management; capacity development for forestry sector; biomass energy development; development of forest based industries; regional and international cooperation; and financing mechanisms. Sustainable forest management will ensure continuous provision of forest goods and services, increased forest cover and climate change management. This priority area aims at empowering rural communities to conserve and develop malawis forest resources for the economic and environmental benefit of the present and future generations.",0.40060959237372895,i
792,3812,this priority area aims at enhancing innovative approaches for generating funding for the forestry sector in malawi. ,- June 2016,,26,en,This priority area aims at enhancing innovative approaches for generating funding for the forestry sector in malawi.,0.46612752149653497,i
793,3911,"4.0 institutional arrangements issues of forest management attract the attention of a range of stakeholders that include government ministries, departments and agencies; civil society organizations; private sector organizations; development partners; and traditional leaders. the role of the key stakeholders in the implementation of this forestry policy is therefore as follows ministry responsible for forestry the ministry responsible for forestry, through the forestry department will guide and oversee the implementation and review of this policy and coordinate issues of forestry management with all the institutions involved in the implementation of this policy. ",- June 2016,,28,en,"4.0 institutional arrangements issues of forest management attract the attention of a range of stakeholders that include government ministries, departments and agencies; civil society organizations; private sector organizations; development partners; and traditional leaders. The role of the key stakeholders in the implementation of this forestry policy is therefore as follows ministry responsible for forestry the ministry responsible for forestry, through the forestry department will guide and oversee the implementation and review of this policy and coordinate issues of forestry management with all the institutions involved in the implementation of this policy.",0.47175862889268605,n
794,5313,ministry responsible for foreign affairs the ministry responsible for foreign affairs will ensure that the country accedes to and ratifies relevant regional and international protocols and conventions. ,- June 2016,,28,en,Ministry responsible for foreign affairs the ministry responsible for foreign affairs will ensure that the country accedes to and ratifies relevant regional and international protocols and conventions.,0.43949342523997603,n
