"","sentences","name","country","page","languages"
"132","4. no person shall be subject to corporal punishment in connexion with any judicial proceedings or in any other proceedings before any organ of the state.","../data/raw/malawi/results/Constituion/14.txt","Constituion","14","en"
"151","5. no person shall be subjected to medical or scientific experimentation without his or her consent.","../data/raw/malawi/results/Constituion/14.txt","Constituion","14","en"
"222","1. discrimination of persons in any form is prohibited and all persons are, under any law, guaranteed equal and effective protection against discrimination on grounds of race, colour, sex, language, religion, political or other opinion, national, ethnic or social origin, disability, property, birth or other status or condition.","../data/raw/malawi/results/Constituion/14.txt","Constituion","14","en"
"241","2. legislation may be passed addressing inequalities in society and prohibiting discriminatory practices and the propagation of such practices and may render such practices criminally punishable by the courts.","../data/raw/malawi/results/Constituion/14.txt","Constituion","14","en"
"91","2 1. privacy regulation of evidence collection  right to privacy every person shall have the right to personal privacy, which shall include the right not to be subject to a. searches of his or her person, home or property; b. the seizure of private possessions; or c. interference with private communications, including mail and all forms of telecommunications. 1. the family is the natural and fundamental group unit of society and is entitled to protection by society and the state.","../data/raw/malawi/results/Constituion/15.txt","Constituion","15","en"
"113","2. each member of the family shall enjoy full and equal respect and shall be protected by law against all forms of neglect, cruelty or exploitation.","../data/raw/malawi/results/Constituion/15.txt","Constituion","15","en"
"133","3. all men and women have the right to marry and found a family. right to found a family right to marry 4. no person shall be forced to enter into marriage.","../data/raw/malawi/results/Constituion/15.txt","Constituion","15","en"
"141","5. subsections 3 and 4 shall apply to all marriages at law, custom and marriages by repute or by permanent cohabitation.","../data/raw/malawi/results/Constituion/15.txt","Constituion","15","en"
"152","6. no person over the age of eighteen years shall be prevented from entering into marriage.","../data/raw/malawi/results/Constituion/15.txt","Constituion","15","en"
"191","1. all children, regardless of the circumstances of their birth, are entitled to equal treatment before the law, and the best interests and welfare of children shall be a primary consideration in all decisions affecting them.","../data/raw/malawi/results/Constituion/15.txt","Constituion","15","en"
"201","2. all children shall have the right to a given name and a family name and the right to a nationality.","../data/raw/malawi/results/Constituion/15.txt","Constituion","15","en"
"21","3. children have the right to know, and to be raised by, their parents.","../data/raw/malawi/results/Constituion/15.txt","Constituion","15","en"
"171","2 4. rights of women equality regardless of gender 1. women have the right to full and equal protection by the law, and have the right not to be discriminated against on the basis of their gender or marital status which includes the right a. to be accorded the same rights as men in civil law, including equal capacity i. to enter into contracts; ii. to acquire and maintain rights in property, independently or in association with others, regardless of their marital status; iii. to acquire and retain custody, guardianship and care of children and to have an equal right in the making of decisions that affect their upbringing; and iv. to acquire and retain citizenship and nationality. b. on the dissolution of marriage, howsoever entered into provision for matrimonial equality i. to a fair disposition of property that is held jointly with a husband; and ii. to fair maintenance, taking into consideration all the circumstances and, in particular, the means of the former husband and the needs of any children. 2. any law that discriminates against women on the basis of gender or marital status shall be invalid and legislation shall be passed to eliminate customs and practices that discriminate against women, particularly practices such as a. sexual abuse, harassment and violence; b. discrimination in work, business and public affairs; and c. deprivation of property, including property obtained by inheritance. right to transfer property 1. all persons are entitled to education.","../data/raw/malawi/results/Constituion/16.txt","Constituion","16","en"
"18","2. primary education shall consist of at least five years of education.","../data/raw/malawi/results/Constituion/16.txt","Constituion","16","en"
"41","2 6. culture and language right to culture  protection of language use every person shall have the right to use the language and to participate in the cultural life of his or her choice.","../data/raw/malawi/results/Constituion/17.txt","Constituion","17","en"
"92","4. no person shall be subject to tied labour that amounts to servitude.","../data/raw/malawi/results/Constituion/17.txt","Constituion","17","en"
"101","1. every person shall be able to acquire property alone or in association with others.","../data/raw/malawi/results/Constituion/17.txt","Constituion","17","en"
"142","every person shall have the right freely to engage in economic activity, to work and to pursue a livelihood anywhere in malawi.","../data/raw/malawi/results/Constituion/17.txt","Constituion","17","en"
"16","1. all persons and peoples have a right to development and therefore to the enjoyment of economic, social, cultural and political development and women, children and persons with disabilities in particular shall be given special consideration in the application of this right.","../data/raw/malawi/results/Constituion/17.txt","Constituion","17","en"
"172","2. the state shall take all necessary measures for the realization of the right to development. such measures shall include, amongst other things, equality of opportunity for all in their access to basic resources, education, health services, food, shelter, employment and infrastructure.","../data/raw/malawi/results/Constituion/17.txt","Constituion","17","en"
"181","3. the state shall take measures to introduce reforms aimed at eradicating social injustices and inequalities.","../data/raw/malawi/results/Constituion/17.txt","Constituion","17","en"
"192","4. the state has a responsibility to respect the right to development and to justify its policies in accordance with this responsibility.","../data/raw/malawi/results/Constituion/17.txt","Constituion","17","en"
"202","1. every person shall have the right to fair and safe labour practices and to fair remuneration.","../data/raw/malawi/results/Constituion/17.txt","Constituion","17","en"
"223","2. all persons shall have the right to form and join trade unions or not to form or join trade unions.","../data/raw/malawi/results/Constituion/17.txt","Constituion","17","en"
"242","3. every person shall be entitled to fair wages and equal remuneration for work of equal value without distinction or discrimination of any kind, in particular on basis of gender, disability or race.","../data/raw/malawi/results/Constituion/17.txt","Constituion","17","en"
"281","1. every person shall have the right to freedom of association, which shall include the freedom to form associations.","../data/raw/malawi/results/Constituion/17.txt","Constituion","17","en"
"51","3 3. freedom of conscience right to academic freedom  freedom of religion  freedom of conscientiousness every person has the right to freedom of conscience, religion, belief and thought, and to academic freedom.","../data/raw/malawi/results/Constituion/18.txt","Constituion","18","en"
"72","every person shall have the right to freedom of opinion, including the right to hold, receive and impart opinions without interference.","../data/raw/malawi/results/Constituion/18.txt","Constituion","18","en"
"114","the press shall have the right to report and publish freely, within malawi and abroad, and to be accorded the fullest possible facilities for access to public information.","../data/raw/malawi/results/Constituion/18.txt","Constituion","18","en"
"134","every person shall have the right of access to all information held by the state or any of its organs at any level of government in so far as such information is required for the exercise of his or her rights.","../data/raw/malawi/results/Constituion/18.txt","Constituion","18","en"
"153","every person shall have the right to assemble and demonstrate with others peacefully and unarmed.","../data/raw/malawi/results/Constituion/18.txt","Constituion","18","en"
"173","1. every person shall have the right of freedom of movement and residence within the borders of malawi.","../data/raw/malawi/results/Constituion/18.txt","Constituion","18","en"
"182","2. every person shall have the right to leave the republic and to return to it.","../data/raw/malawi/results/Constituion/18.txt","Constituion","18","en"
"32","2. the state shall, provide funds so as to ensure that, during the life of any parliament, any political party which has secured more than one-tenth of the national vote in elections to that parliament has sufficient funds to continue to represent its constituency.","../data/raw/malawi/results/Constituion/19.txt","Constituion","19","en"
"42","3. save as otherwise provided in this constitution, every person shall have the right to vote, to do so in secret and to stand for election for any elective office.","../data/raw/malawi/results/Constituion/19.txt","Constituion","19","en"
"73"," secret ballot  claim of universal suffrage 4 1. access to justice and legal remedies 1. every person shall have a right to recognition as a person before the law.","../data/raw/malawi/results/Constituion/19.txt","Constituion","19","en"
"83","2. every person shall have the right of access to any court of law or any other tribunal with jurisdiction for final settlement of legal issues.","../data/raw/malawi/results/Constituion/19.txt","Constituion","19","en"
"94","3. every person shall have the right to an effective remedy by a court of law or tribunal for acts violating the rights and freedoms granted to him or her by this constitution or any other law.","../data/raw/malawi/results/Constituion/19.txt","Constituion","19","en"
"43","1. no restrictions or limitations may be placed on the exercise of any rights and freedoms provided for in this constitution other than those prescribed by law, which are reasonable, recognized by international human rights standards and necessary in an open and democratic society.","../data/raw/malawi/results/Constituion/22.txt","Constituion","22","en"
"52","2. laws prescribing restrictions or limitations shall not negate the essential content of the right or freedom in question, and shall be of general application.","../data/raw/malawi/results/Constituion/22.txt","Constituion","22","en"
"64","3. expropriation of property shall be permissible only when done for public utility and only when there has been adequate notification and appropriate compensation, provided that there shall always be a right to appeal to a court of law.","../data/raw/malawi/results/Constituion/22.txt","Constituion","22","en"
"84","4. wherever it is stated in this constitution that a person has the right to the services of a legal practitioner or medical practitioner of his or her own choice, that right shall be without limitation, save where the state is obliged to provide such services of a legal practitioner or medical practitioner, in which case an act of parliament may prescribe that the choice of the legal practitioner or medical practitioner should be limited to those in government service or employment.","../data/raw/malawi/results/Constituion/22.txt","Constituion","22","en"
"102","4 5. derogation and public emergency emergency provisions 1. no derogation from rights contained in this chapter shall be permissible save to the extent provided for by this section and no such derogation shall be made unless there has been a declaration of a state of emergency within the meaning of this section.","../data/raw/malawi/results/Constituion/22.txt","Constituion","22","en"
"115","b. only with the approval of the defence and security committee of the national assembly; c. only in times of war, threat of war, civil war or widespread natural disaster; d. only with regard to the specific location where that emergency exists, and that any declaration of a state of emergency shall be publicly announced; and e. only after the state of emergency has been publicly announced. 4. derogation from the rights contained in this chapter, other than the rights listed in subsection 2, shall be permissible during a state of emergency within the meaning of this section and to the extent that a. such derogation is consistent with the obligations of malawi under international law; and i. war or threat of war, it is strictly required to prevent the lives of defensive combatants and civilians as well as legitimate military objectives from being placed in direct jeopardy; or ii. a widespread natural disaster, it is strictly required for the protection and relief of those people and facilities whether in or outside the disaster area. 5. the declaration of a state of emergency and any action taken in consequence thereof shall be in force for a period of not more than twenty-one days, unless it is extended for a period of not longer than three months, or consecutive periods of not longer than three months at a time, by resolution of the national assembly adopted by a majority of at least two-thirds of all its members.","../data/raw/malawi/results/Constituion/23.txt","Constituion","23","en"
"121","6. the high court shall be competent to hear applications challenging the validity of a declaration of a state of emergency, any extension thereof, and any action taken, including any regulation enacted, under such declaration.","../data/raw/malawi/results/Constituion/23.txt","Constituion","23","en"
"65","i. the detention of a person shall, as soon as it is reasonably possible but not later than ten days after his or her detention, be reviewed by a court, and the court shall order the release of the detainee if it is satisfied that the detention is not necessary to restore peace or order; ii. a detainee shall at any stage after the expiry of a period of five days after a review under subparagraphbe entitled to apply to a court of law for a further review of his or her detention, and the court shall order the release of the detainee if it is satisfied that the detention is no longer necessary to restore peace or order; d. the state shall for the purpose of a review referred to in paragraphsubmit written reasons to justify the detention or further detention of the detainee to the court, and shall furnish the detainee with such reasons not later than two days before the review. 8. if a court finds the grounds for the detention of a person to be unjustified or illegal it shall order his or her release and that person shall not be detained again on the same grounds unless the state shows good cause to a court prior to such re-detention.","../data/raw/malawi/results/Constituion/24.txt","Constituion","24","en"
"74","9. under no circumstance shall it be possible to suspend this constitution or any part thereof or dissolve any of its organs, save as is consistent with the provisions of this constitution.","../data/raw/malawi/results/Constituion/24.txt","Constituion","24","en"
"85","1. save in so far as it may be authorized to do so by this constitution, the national assembly or any subordinate legislative authority shall not make any law, and the executive and the agencies of government shall not take any action, which abolishes or abridges the rights and freedoms enshrined in this chapter, and any law or action in contravention thereof shall, to the extent of the contravention, be invalid.","../data/raw/malawi/results/Constituion/24.txt","Constituion","24","en"
"135","3. where a court referred to in subsection 2 a finds that rights or freedoms conferred by this constitution have been unlawfully denied or violated, it shall have the power to make any orders that are necessary and appropriate to secure the enjoyment of those rights and freedoms and where a court finds that a threat exists to such rights or freedoms, it shall have the power to make any orders necessary and appropriate to prevent those rights and freedoms from being unlawfully denied or violated.","../data/raw/malawi/results/Constituion/24.txt","Constituion","24","en"
"154","4. a court referred to in subsection 2 a shall have the power to award compensation to any person whose rights or freedoms have been unlawfully denied or violated where it considers it to be appropriate in the circumstances of a particular case.","../data/raw/malawi/results/Constituion/24.txt","Constituion","24","en"
"174","5. the law shall prescribe criminal penalties for violations of those non-derogable rights listed in section 4 4 1.","../data/raw/malawi/results/Constituion/24.txt","Constituion","24","en"
"44","1. every person who, immediately before the appointed day, was a citizen of malawi under any existing law shall continue to be a citizen of malawi after the appointed day.","../data/raw/malawi/results/Constituion/25.txt","Constituion","25","en"
"66"," requirements for birthright citizenship 2. an act of parliament may make provision for the acquisition or loss of citizenship of malawi by any person after the appointed day, but citizenship shall not be arbitrarily denied or deprived.","../data/raw/malawi/results/Constituion/25.txt","Constituion","25","en"
"143","1. all legislative powers of the republic shall be vested in parliament which shall have the powers and responsibilities set out in this constitution.","../data/raw/malawi/results/Constituion/25.txt","Constituion","25","en"
"155","2. an act of parliament shall have primacy over other forms of law, but shall be subject to this constitution.","../data/raw/malawi/results/Constituion/25.txt","Constituion","25","en"
"161","3. any question proposed for decision by the national assembly shall be decided by a majority of the votes of the members present and voting, unless this constitution or any other act of parliament otherwise provides.","../data/raw/malawi/results/Constituion/25.txt","Constituion","25","en"
"175","1. for the purposes of this constitution, unless otherwise provided, parliament consists of the national assembly and the president as head of state.","../data/raw/malawi/results/Constituion/25.txt","Constituion","25","en"
"25","1. the quorum of the national assembly shall be formed by the presence at the beginning of any sitting of at least one half plus one of the members of that chamber entitled to vote, not including the speaker or a presiding member.","../data/raw/malawi/results/Constituion/25.txt","Constituion","25","en"
"33","2. if it is brought to the attention of the speaker of the national assembly or presiding member by any member of parliament that there are less than the number of members prescribed by the standing orders and after such interval as may be prescribed by the standing orders, the speaker of the national assembly or presiding member ascertains that the number of members present is still less than that prescribed by the standing orders, he or she shall adjourn the proceedings of the national assembly.","../data/raw/malawi/results/Constituion/26.txt","Constituion","26","en"
"184","5 1. qualifications of members of parliament eligibility for first chamber 1. a person shall not be qualified to be nominated or elected as a member of the parliament unless that person a. is a citizen of the republic who at the time of nomination has attained the age of twenty-one years;  minimum age for first chamber b. is able to speak and to read the english language well enough to take an active part in the proceedings of parliament; and c. is registered as a voter in a constituency. 2. notwithstanding subsection 1, no person shall be qualified to be nominated or elected as a member of parliament who a. owes allegiance to a foreign country; b. is, under any law in force in the republic, adjudged or otherwise declared to be mentally incompetent; c. has, within the last seven years, been convicted by a competent court of a crime involving dishonesty or moral turpitude; d. is an undischarged bankrupt, having been adjudged or otherwise declared bankrupt under any law in force in the republic; e. holds, or acts, in any public office or appointment, except where this constitution provides that a person shall not be disqualified from standing for election solely on account of holding that office or appointment or where that person resigns from that office or appointment in order to stand;  outside professions of legislators f. belongs to, and is serving in the defence force of malawi or the malawi police service; and  restrictions on the armed forces g. has, within the last seven years, been convicted by a competent court of any violation of any law relating to election of the president or election of members of parliament or local government elections.","../data/raw/malawi/results/Constituion/26.txt","Constituion","26","en"
"203","3. for the purposes of subsection 2 e, an appointment as a minister or deputy minister in accordance with section 9 4 1 shall not be construed to be an appointment to a public office or to be a public appointment.","../data/raw/malawi/results/Constituion/26.txt","Constituion","26","en"
"86","5 2. oath of allegiance oaths to abide by constitution every member of parliament, before taking his or her seat, and every officer of parliament, before assuming duties of his or her office, shall take and subscribe before the chief justice in the national assembly a. the oath of allegiance in the form prescribed by law; and b. such other oaths for the due performance of their respective offices as may be prescribed by law. 5 3. the speaker and deputy speakers leader of first chamber 1. there shall be a speaker of the national assembly who shall be elected by majority vote of the members thereof at the first sitting after every dissolution of the national assembly.","../data/raw/malawi/results/Constituion/27.txt","Constituion","27","en"
"95","2. the members of the national assembly shall elect one or more from among themselves to be deputy speaker or deputy speakers of the national assembly at the first sitting after a general election.","../data/raw/malawi/results/Constituion/27.txt","Constituion","27","en"
"156"," provided that the speaker or the deputy speaker shall have the right to be heard by the chamber on his or her own motion on any matter relating to his or her removal from office.","../data/raw/malawi/results/Constituion/27.txt","Constituion","27","en"
"176"," provided that in the absence of the speaker and every deputy speaker, the members of the national assembly may elect one of their number to act as speaker for as long as there is no speaker or deputy speaker.","../data/raw/malawi/results/Constituion/27.txt","Constituion","27","en"
"185","5. the speaker, the deputy speaker or any other presiding member shall discharge his or her functions and duties and exercise such powers as he or she has by virtue of that office independent or the direction or interference of any body or authority, save as accords with the express will and the standing orders of the national assembly.","../data/raw/malawi/results/Constituion/27.txt","Constituion","27","en"
"193","6. notwithstanding that the speaker, deputy speaker or any other presiding member has been elected as a member of a political party to the national assembly he or she shall not be subject to the control, discipline, authority or direction of that political party or any other political party in the discharge of the functions and duties of that office and in the exercise of the powers of that office.","../data/raw/malawi/results/Constituion/27.txt","Constituion","27","en"
"34","7. the speaker may, where the matter under debate in the national assembly pertains to his or her constituency, temporarily vacate the speakers seat and participate in that debate and exercise a deliberative vote where there is voting on that matter.","../data/raw/malawi/results/Constituion/28.txt","Constituion","28","en"
"45","1. subject to section 5 3 7 the speaker shall not have a deliberative vote, but if the votes of the national assembly are equally divided upon any question, he or she shall exercise the casting vote.","../data/raw/malawi/results/Constituion/28.txt","Constituion","28","en"
"53","2. any presiding member shall retain his or her original deliberative vote as a member and shall, in addition, have and exercise a casting vote where the votes of the national assembly on any question are equally divided.","../data/raw/malawi/results/Constituion/28.txt","Constituion","28","en"
"67","there shall be a clerk to the national assembly who shall be a public officer and shall assist the speaker of the national assembly and perform such other functions and duties as the speaker may direct.","../data/raw/malawi/results/Constituion/28.txt","Constituion","28","en"
"87","5 6. the right to regulate procedure 1. subject to this constitution, the national assembly, may by standing order or otherwise regulate its own procedure.","../data/raw/malawi/results/Constituion/28.txt","Constituion","28","en"
"96","2. save as otherwise provided in this constitution, the national assembly may act unless more than two-thirds of all the seats of the national assembly are vacant.","../data/raw/malawi/results/Constituion/28.txt","Constituion","28","en"
"103","3. the presence or participation of any person not entitled to be present or to participate in the proceedings of the national assembly shall not invalidate those proceedings.","../data/raw/malawi/results/Constituion/28.txt","Constituion","28","en"
"116","4. the national assembly shall provide access to the press and members of the public, except where a motion is passed with reasons prohibiting public access in the national interest.","../data/raw/malawi/results/Constituion/28.txt","Constituion","28","en"
"122","5. the proceedings of parliament shall be conducted in the english language and such other languages as the national assembly may prescribe.","../data/raw/malawi/results/Constituion/28.txt","Constituion","28","en"
"144","6. parliament may establish any committees of its members and may form joint committees for the scrutiny of legislation and performance of other functions, except voting on motions and bills.","../data/raw/malawi/results/Constituion/28.txt","Constituion","28","en"
"123","except upon the recommendation of the minister responsible for finance, signified in writing, the national assembly shall not a. proceed upon any bill or any amendment to a bill that, in the opinion of the person presiding, makes provision for any of the following purposes i. for the imposition of tax or the alteration of tax; tax bills ii. for the imposition of any charge upon the consolidated fund, or the alteration of any such charge; iii. for the payment, issue or withdrawal from the consolidated fund of any moneys not charged thereon, or any increase in the amount of such payment, issue or withdrawal; or iv. for the composition or remission of any debt due to the government; b. proceed upon any motion or any amendment to a motion the effect of which, in the opinion of the person presiding, would be to make provision for any of the purposes specified in subsection a; or c. receive any petition that, in the opinion of the person presiding, requests that provision be made for any of the purposes specified in paragraph a. 5 8. subsidiary legislation head of state decree power 1. parliament may, with respect to any particular act of parliament, delegate to the executive or to the judiciary the power to make subsidiary legislation within the specification and for the purposes laid out in that act and any subsidiary legislation so made shall be laid before parliament in accordance with its standing orders.","../data/raw/malawi/results/Constituion/29.txt","Constituion","29","en"
"136","2. notwithstanding subsection 1, parliament shall not have the power to delegate any legislative powers which would substantially and significantly affect the fundamental rights and freedoms recognized by this constitution.","../data/raw/malawi/results/Constituion/29.txt","Constituion","29","en"
"177"," extraordinary legislative sessions b. the president may, in consultation with the speaker of the national assembly, prorogue the national assembly.","../data/raw/malawi/results/Constituion/29.txt","Constituion","29","en"
"35","2. there shall be held at least two meetings of the national assembly in each session.","../data/raw/malawi/results/Constituion/30.txt","Constituion","30","en"
"46","3. a session of the national assembly shall be opened by the president on such date as the president, in consultation with the speaker of the national assembly, shall determine.","../data/raw/malawi/results/Constituion/30.txt","Constituion","30","en"
"54","4. a session shall be of such duration as the president, in consultation with the speaker of the national assembly, shall determine.","../data/raw/malawi/results/Constituion/30.txt","Constituion","30","en"
"88"," length of legislative sessions 6 0. privileges and immunities legislative committees  immunity of legislators 1. the speaker, every deputy speaker, and every member of the national assembly shall, except in cases of treason, be privileged from arrest while going to, returning from or while in the precincts of the national assembly and shall not, in respect of any utterances that forms part of the proceedings in the national assembly, be amenable to any other action or proceedings in any court, tribunal or body other than parliament.","../data/raw/malawi/results/Constituion/30.txt","Constituion","30","en"
"97","2. all official reports and publications of parliament or of its proceedings or of the proceedings of any committee of the parliament shall be privileged and utterances made in the parliament or in any committee thereof wherever published shall be protected by absolute privilege.","../data/raw/malawi/results/Constituion/30.txt","Constituion","30","en"
"117","3. the national assembly and any committee of the national assembly shall have the power to conduct investigations and exercise the power to subpoena the attendance of any person or office holder whosoever as required in connexion with the prudent exercise of the functions of the national assembly and failure to attend without leave or without valid reason or excuse shall be held to be a contempt of the national assembly or committee in question.","../data/raw/malawi/results/Constituion/30.txt","Constituion","30","en"
"186","2. where a member of parliament fails to disclose a material interest in accordance with subsection 1 that member shall be guilty of contempt of the national assembly.","../data/raw/malawi/results/Constituion/30.txt","Constituion","30","en"
"204","1. the national assembly shall consist of such number of seats, representing every constituency in malawi, as shall be determined by the electoral commission.","../data/raw/malawi/results/Constituion/30.txt","Constituion","30","en"
"224","2. each constituency shall freely elect any person, subject to this constitution and an act of parliament, to represent it as a member of the national assembly in such manner as may be prescribed by this constitution or an act of parliament.","../data/raw/malawi/results/Constituion/30.txt","Constituion","30","en"
"104","1. the seat of a member of the national assembly shall become vacant b. if the member dies or resigns his or her seat; c. if the member ceases to be a citizen of malawi; removal of individual legislators d. if the member assumes the office of president or vice-president; outside professions of legislators e. if any circumstances arise that, if he or she were not a member of the national assembly, would cause that member to be disqualified for election under this constitution or any other act of parliament; or  removal of individual legislators f. if the national assembly declares a members seat vacant in accordance with such standing orders as may permit or prescribe the removal of a member for good and sufficient reason provided that they accord with the principles of natural justice.","../data/raw/malawi/results/Constituion/31.txt","Constituion","31","en"
"187","3. the speaker may, upon a motion of the national assembly, postpone the declaration of a vacant seat for such period as that motion prescribes so as to permit any member to appeal to a court or other body to which an appeal lies against a decision which would require that member to vacate his or her seat in accordance with this section.","../data/raw/malawi/results/Constituion/31.txt","Constituion","31","en"
"211","1. the speaker shall declare vacant the seat of any member of the national assembly who was, at the time of his or her election, a member of one political party represented in the national assembly, other than by that member alone but who has voluntarily ceased to be a member of that party or has joined another political party represented in the national assembly, or association or organization whose objectives or actives are political in nature.","../data/raw/malawi/results/Constituion/31.txt","Constituion","31","en"
"36","2. notwithstanding subsection 1, all members of all parties shall have the absolute right to exercise a free vote in any and all proceedings of the national assembly, and a member shall not have his or her seat declared vacant solely on account of his or her voting in contradiction to the recommendations of a political party, represented in the national assembly, of which he or she is a member.","../data/raw/malawi/results/Constituion/32.txt","Constituion","32","en"
"75","1. the national assembly shall stand dissolved on the 20 ht of march in the fifth year after its election, and the polling day for the general elections for the next national assembly shall be the tuesday in the third week of may that year  scheduling of elections  term length for first chamber provided that where it is not practicable for the polling to be held on the tuesday in the third week of may, the polling shall be held on a day, within seven days from that tuesday, appointed by the electoral commission; and provided further that, in the case of the elections to be held in 199 9, the polling shall be held on a day, not later than 15 ht june, 199 9, appointed by the electoral commission. 2. this section shall not preclude the electoral commission from setting other days for polling in the general election for special classes or categories of voters, provided that such polling takes place not more than two days, before or after the polling day, excluding sundays.","../data/raw/malawi/results/Constituion/33.txt","Constituion","33","en"
"98","3. the first meeting of the national assembly shall commence on a date to be appointed by the president occurring within forty-five days after the polling day or, where polling takes place on more than one day, within forty-five days after the last polling day.","../data/raw/malawi/results/Constituion/33.txt","Constituion","33","en"
"105","4. if, between the dissolution of the national assembly and the general election that follows, the president is of the opinion that a constitutional crisis or emergency has arisen which requires urgent legislation or consideration by the national assembly, he or she may reconvene the national assembly for that purpose alone, but in any event, that reconvened national assembly, shall stand dissolved on the date of the general election.","../data/raw/malawi/results/Constituion/33.txt","Constituion","33","en"
"118","5. notwithstanding the dissolution of the national assembly on the date specified in subsection 1, every person who, immediately before the dissolution of the national assembly in accordance with subsection 1, is a member of the national assembly shall be entitled to receive his or her remuneration and other benefits up to and including the last date preceding the general election.","../data/raw/malawi/results/Constituion/33.txt","Constituion","33","en"
